locus_tag	ftype	length_bp	gene	EC_number	COG	product
CIFCBFKC_00091	CDS	1401	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
CIFCBFKC_00092	CDS	606		1.-.-.-		Putative NAD(P)H nitroreductase
CIFCBFKC_00093	CDS	801	tcyJ		COG0834	L-cystine-binding protein TcyJ
CIFCBFKC_00094	CDS	834				hypothetical protein
CIFCBFKC_00095	CDS	1845	uvrC		COG0322	UvrABC system protein C
CIFCBFKC_00096	CDS	702				hypothetical protein
CIFCBFKC_00097	CDS	1233	femA	2.3.2.17		Aminoacyltransferase FemA
CIFCBFKC_00098	CDS	1221	femX	2.3.2.16	COG2348	Lipid II:glycine glycyltransferase
CIFCBFKC_00099	CDS	780	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
CIFCBFKC_00100	CDS	1662	rnj2	3.1.-.-		Ribonuclease J 2
CIFCBFKC_00101	CDS	2223				hypothetical protein
CIFCBFKC_00102	CDS	759	glnQ_1			Glutamine transport ATP-binding protein GlnQ
CIFCBFKC_00103	CDS	795	peb1A		COG0834	Major cell-binding factor
CIFCBFKC_00104	CDS	678	glnM_2		COG0765	putative glutamine ABC transporter permease protein GlnM
CIFCBFKC_00105	CDS	660	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
CIFCBFKC_00106	CDS	1191		1.14.13.239		Carnitine monooxygenase reductase subunit
CIFCBFKC_00107	CDS	882	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
CIFCBFKC_00108	CDS	1329				hypothetical protein
CIFCBFKC_00109	CDS	657	regX3		COG0745	Sensory transduction protein regX3
CIFCBFKC_00110	CDS	1380				hypothetical protein
CIFCBFKC_00111	CDS	648			COG1136	putative ABC transporter ATP-binding protein
CIFCBFKC_00112	CDS	1278				hypothetical protein
CIFCBFKC_00113	CDS	600				hypothetical protein
CIFCBFKC_00114	CDS	885	lrp			Leucine-rich protein
CIFCBFKC_00115	CDS	387	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
CIFCBFKC_00116	CDS	1344	cysS	6.1.1.16		Cysteine--tRNA ligase
CIFCBFKC_00117	CDS	885	mshD_1	2.3.1.189		Mycothiol acetyltransferase
CIFCBFKC_00118	CDS	618	cysE	2.3.1.30	COG1045	Serine acetyltransferase
CIFCBFKC_00119	CDS	2214	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
CIFCBFKC_00120	CDS	867	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
CIFCBFKC_00121	CDS	2250	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
CIFCBFKC_00122	CDS	198				hypothetical protein
CIFCBFKC_00123	CDS	495			COG2826	IS30 family transposase ISSpn8
CIFCBFKC_00124	CDS	1002				hypothetical protein
CIFCBFKC_00125	CDS	2403	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
CIFCBFKC_00126	CDS	510	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
CIFCBFKC_00127	CDS	1047	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
CIFCBFKC_00128	CDS	1416	bglH	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
CIFCBFKC_00129	CDS	1839	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
CIFCBFKC_00130	CDS	840	licT_1		COG3711	Transcription antiterminator LicT
CIFCBFKC_00131	CDS	1197				hypothetical protein
CIFCBFKC_00132	CDS	1266				hypothetical protein
CIFCBFKC_00133	CDS	270				hypothetical protein
CIFCBFKC_00134	CDS	273				IS3 family transposase ISSpn11
CIFCBFKC_00135	CDS	306	insK		COG2801	Putative transposase InsK for insertion sequence element IS150
CIFCBFKC_00136	CDS	186				IS3 family transposase ISSpn11
CIFCBFKC_00137	CDS	804				hypothetical protein
CIFCBFKC_00138	CDS	756				hypothetical protein
CIFCBFKC_00139	CDS	2652	valS	6.1.1.9	COG0525	Valine--tRNA ligase
CIFCBFKC_00140	CDS	963				hypothetical protein
CIFCBFKC_00141	CDS	558				hypothetical protein
CIFCBFKC_00142	CDS	450				hypothetical protein
CIFCBFKC_00143	CDS	396				hypothetical protein
CIFCBFKC_00144	CDS	255				hypothetical protein
CIFCBFKC_00145	CDS	1335				hypothetical protein
CIFCBFKC_00146	CDS	234				hypothetical protein
CIFCBFKC_00147	CDS	300			COG0718	Nucleoid-associated protein
CIFCBFKC_00148	CDS	693				hypothetical protein
CIFCBFKC_00149	CDS	315	rplU		COG0261	50S ribosomal protein L21
CIFCBFKC_00150	CDS	345				hypothetical protein
CIFCBFKC_00151	CDS	294	rpmA		COG0211	50S ribosomal protein L27
CIFCBFKC_00152	CDS	918	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
CIFCBFKC_00153	CDS	849				hypothetical protein
CIFCBFKC_00154	CDS	840			COG1307	DegV domain-containing protein
CIFCBFKC_00155	CDS	276	hup		COG0776	DNA-binding protein HU
CIFCBFKC_00156	CDS	1902	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
CIFCBFKC_00157	CDS	864				hypothetical protein
CIFCBFKC_00158	CDS	1179	entS			Enterobactin exporter EntS
CIFCBFKC_00159	CDS	1959	ligA	6.5.1.2		DNA ligase
CIFCBFKC_00160	CDS	2280	glgX_1	3.2.1.196		Glycogen debranching enzyme
CIFCBFKC_00161	CDS	1425	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
CIFCBFKC_00162	CDS	1929	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
CIFCBFKC_00163	CDS	1143	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
CIFCBFKC_00164	CDS	1140	glgD		COG0448	Glycogen biosynthesis protein GlgD
CIFCBFKC_00165	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
CIFCBFKC_00166	CDS	372	serB_1	3.1.3.3	COG0560	Phosphoserine phosphatase
CIFCBFKC_00167	CDS	330	serB_2	3.1.3.3	COG0560	Phosphoserine phosphatase
CIFCBFKC_00168	CDS	1116	glxK	2.7.1.31		Glycerate kinase
CIFCBFKC_00169	CDS	447				hypothetical protein
CIFCBFKC_00170	CDS	1305	eno	4.2.1.11	COG0148	Enolase
CIFCBFKC_00171	CDS	339				IS630 family transposase IS630-Spn1
CIFCBFKC_00172	CDS	330				IS630 family transposase IS630-Spn1
CIFCBFKC_00173	CDS	3276	rexB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
CIFCBFKC_00174	CDS	3651	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
CIFCBFKC_00175	CDS	1179				hypothetical protein
CIFCBFKC_00176	CDS	5664	iga	3.4.24.13		Immunoglobulin A1 protease
CIFCBFKC_00177	CDS	174				hypothetical protein
CIFCBFKC_00178	CDS	780				hypothetical protein
CIFCBFKC_00179	CDS	102				hypothetical protein
CIFCBFKC_00180	CDS	1359				hypothetical protein
CIFCBFKC_00181	CDS	450				hypothetical protein
CIFCBFKC_00182	CDS	381				hypothetical protein
CIFCBFKC_00183	CDS	234				hypothetical protein
CIFCBFKC_00184	CDS	588				hypothetical protein
CIFCBFKC_00185	CDS	636				hypothetical protein
CIFCBFKC_00186	CDS	591				hypothetical protein
CIFCBFKC_00187	CDS	837				hypothetical protein
CIFCBFKC_00188	CDS	300				hypothetical protein
CIFCBFKC_00189	CDS	489				hypothetical protein
CIFCBFKC_00190	CDS	1881				hypothetical protein
CIFCBFKC_00191	CDS	243				hypothetical protein
CIFCBFKC_00192	CDS	855				hypothetical protein
CIFCBFKC_00193	CDS	360				hypothetical protein
CIFCBFKC_00194	CDS	2358				hypothetical protein
CIFCBFKC_00195	CDS	2814				hypothetical protein
CIFCBFKC_00196	CDS	609				hypothetical protein
CIFCBFKC_00197	CDS	174				hypothetical protein
CIFCBFKC_00198	CDS	411				hypothetical protein
CIFCBFKC_00199	CDS	6225				hypothetical protein
CIFCBFKC_00200	CDS	285				hypothetical protein
CIFCBFKC_00201	CDS	297				hypothetical protein
CIFCBFKC_00202	CDS	1584	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CIFCBFKC_00203	CDS	90				hypothetical protein
CIFCBFKC_00204	CDS	1122				hypothetical protein
CIFCBFKC_00205	CDS	507				hypothetical protein
CIFCBFKC_00206	CDS	315				hypothetical protein
CIFCBFKC_00207	CDS	384				hypothetical protein
CIFCBFKC_00208	CDS	1386				hypothetical protein
CIFCBFKC_00209	CDS	1419				hypothetical protein
CIFCBFKC_00210	CDS	738	erm	2.1.1.184		rRNA adenine N-6-methyltransferase
CIFCBFKC_00211	CDS	132				hypothetical protein
CIFCBFKC_00212	CDS	1248				ISL3 family transposase IS1165
CIFCBFKC_00213	CDS	222				hypothetical protein
CIFCBFKC_00214	CDS	498				hypothetical protein
CIFCBFKC_00215	CDS	507				hypothetical protein
CIFCBFKC_00216	CDS	2448				hypothetical protein
CIFCBFKC_00217	CDS	2112				hypothetical protein
CIFCBFKC_00218	CDS	1002				hypothetical protein
CIFCBFKC_00219	CDS	918				hypothetical protein
CIFCBFKC_00220	CDS	1920	tet(M)			tetracycline resistance ribosomal protection protein Tet(M)
CIFCBFKC_00221	CDS	354				hypothetical protein
CIFCBFKC_00222	CDS	423				hypothetical protein
CIFCBFKC_00223	CDS	231				hypothetical protein
CIFCBFKC_00224	CDS	204				hypothetical protein
CIFCBFKC_00225	CDS	1218	Int-Tn			Transposase from transposon Tn916
CIFCBFKC_00226	CDS	681				hypothetical protein
CIFCBFKC_00227	CDS	885				hypothetical protein
CIFCBFKC_00228	CDS	189				hypothetical protein
CIFCBFKC_00229	CDS	642				hypothetical protein
CIFCBFKC_00230	CDS	1086				hypothetical protein
CIFCBFKC_00231	CDS	234				hypothetical protein
CIFCBFKC_00232	CDS	384				hypothetical protein
CIFCBFKC_00233	CDS	273				hypothetical protein
CIFCBFKC_00234	CDS	477	pezA		COG1396	Antitoxin PezA
CIFCBFKC_00235	CDS	771	pezT_1	2.7.1.176		Toxin PezT
CIFCBFKC_00236	CDS	807				hypothetical protein
CIFCBFKC_00237	CDS	249				hypothetical protein
CIFCBFKC_00238	CDS	651	cat	2.3.1.28		Chloramphenicol acetyltransferase
CIFCBFKC_00239	CDS	90				hypothetical protein
CIFCBFKC_00240	CDS	936				hypothetical protein
CIFCBFKC_00241	CDS	561				hypothetical protein
CIFCBFKC_00242	CDS	642				hypothetical protein
CIFCBFKC_00243	CDS	1086				hypothetical protein
CIFCBFKC_00244	CDS	234				hypothetical protein
CIFCBFKC_00245	CDS	384				hypothetical protein
CIFCBFKC_00246	CDS	276				hypothetical protein
CIFCBFKC_00247	CDS	627				hypothetical protein
CIFCBFKC_00248	CDS	228				hypothetical protein
CIFCBFKC_00249	CDS	372	pezT_2	2.7.1.176		Toxin PezT
CIFCBFKC_00250	CDS	897	xerC_1		COG4974	Tyrosine recombinase XerC
CIFCBFKC_00251	CDS	1251				hypothetical protein
CIFCBFKC_00252	CDS	573				hypothetical protein
CIFCBFKC_00253	CDS	2070				hypothetical protein
CIFCBFKC_00254	CDS	1818	pcrA_1	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
CIFCBFKC_00255	CDS	1176				hypothetical protein
CIFCBFKC_00256	CDS	357				hypothetical protein
CIFCBFKC_00257	CDS	366				hypothetical protein
CIFCBFKC_00258	CDS	1830				hypothetical protein
CIFCBFKC_00259	CDS	225				hypothetical protein
CIFCBFKC_00260	CDS	234				hypothetical protein
CIFCBFKC_00261	CDS	1509	xerC_2			Tyrosine recombinase XerC
CIFCBFKC_00262	CDS	852	rbgA		COG1161	Ribosome biogenesis GTPase A
CIFCBFKC_00263	CDS	780	rnhB	3.1.26.4	COG0164	Ribonuclease HII
CIFCBFKC_00264	CDS	1551	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
CIFCBFKC_00265	CDS	1071	xerS		COG0582	Tyrosine recombinase XerS
CIFCBFKC_00266	CDS	990	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
CIFCBFKC_00267	CDS	1704		1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
CIFCBFKC_00268	CDS	1044	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
CIFCBFKC_00269	CDS	993	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
CIFCBFKC_00270	CDS	969	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
CIFCBFKC_00271	CDS	1362	norM		COG0534	Multidrug resistance protein NorM
CIFCBFKC_00272	CDS	261				hypothetical protein
CIFCBFKC_00273	CDS	1269	pyrC	3.5.2.3	COG0044	Dihydroorotase
CIFCBFKC_00274	CDS	465	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
CIFCBFKC_00275	CDS	654	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
CIFCBFKC_00276	CDS	603				hypothetical protein
CIFCBFKC_00277	CDS	714	yfnB	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
CIFCBFKC_00278	CDS	225	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
CIFCBFKC_00279	CDS	126				hypothetical protein
CIFCBFKC_00280	CDS	1083	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
CIFCBFKC_00281	CDS	978	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
CIFCBFKC_00282	CDS	378				hypothetical protein
CIFCBFKC_00283	CDS	1443	pgdA	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
CIFCBFKC_00284	CDS	843	yvgN	1.1.1.-	COG0656	Glyoxal reductase
CIFCBFKC_00285	CDS	762				hypothetical protein
CIFCBFKC_00286	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
CIFCBFKC_00287	CDS	2037	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
CIFCBFKC_00288	CDS	258				hypothetical protein
CIFCBFKC_00289	CDS	1245				hypothetical protein
CIFCBFKC_00290	CDS	606	urdA	1.3.99.33		Urocanate reductase
CIFCBFKC_00291	CDS	924	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
CIFCBFKC_00292	CDS	1380		1.6.99.3		putative NADH oxidase
CIFCBFKC_00293	CDS	876	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
CIFCBFKC_00294	CDS	582	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
CIFCBFKC_00295	CDS	648				hypothetical protein
CIFCBFKC_00296	CDS	447				hypothetical protein
CIFCBFKC_00297	CDS	495				hypothetical protein
CIFCBFKC_00298	CDS	531	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
CIFCBFKC_00299	CDS	357	mgsR		COG1393	Regulatory protein MgsR
CIFCBFKC_00300	CDS	801	yxeN			putative amino-acid permease protein YxeN
CIFCBFKC_00301	CDS	744	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
CIFCBFKC_00302	CDS	225				hypothetical protein
CIFCBFKC_00303	CDS	912	trxB	1.8.1.9	COG0492	Thioredoxin reductase
CIFCBFKC_00304	CDS	729		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
CIFCBFKC_00305	CDS	612	def_1	3.5.1.88	COG0242	Peptide deformylase
CIFCBFKC_00306	CDS	513	capA			Capsule biosynthesis protein CapA
CIFCBFKC_00307	CDS	114				hypothetical protein
CIFCBFKC_00308	CDS	828	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
CIFCBFKC_00309	CDS	636				hypothetical protein
CIFCBFKC_00310	CDS	726				hypothetical protein
CIFCBFKC_00311	CDS	936	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
CIFCBFKC_00312	CDS	897	yicL_1		COG0697	putative inner membrane transporter YicL
CIFCBFKC_00313	CDS	699	nagR		COG2188	HTH-type transcriptional repressor NagR
CIFCBFKC_00314	CDS	1563	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
CIFCBFKC_00315	CDS	186				hypothetical protein
CIFCBFKC_00316	CDS	288				hypothetical protein
CIFCBFKC_00317	CDS	306				hypothetical protein
CIFCBFKC_00318	CDS	159				hypothetical protein
CIFCBFKC_00319	CDS	1365	ykoD_2	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
CIFCBFKC_00320	CDS	696	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
CIFCBFKC_00321	CDS	585				hypothetical protein
CIFCBFKC_00322	CDS	1722			COG1132	putative ABC transporter ATP-binding protein
CIFCBFKC_00323	CDS	1755	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CIFCBFKC_00324	CDS	993	rhaR			HTH-type transcriptional activator RhaR
CIFCBFKC_00325	CDS	1191				hypothetical protein
CIFCBFKC_00326	CDS	189				hypothetical protein
CIFCBFKC_00327	CDS	183				hypothetical protein
CIFCBFKC_00328	CDS	1287				hypothetical protein
CIFCBFKC_00329	CDS	726				hypothetical protein
CIFCBFKC_00330	CDS	720	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CIFCBFKC_00331	CDS	729				hypothetical protein
CIFCBFKC_00332	CDS	210				hypothetical protein
CIFCBFKC_00333	CDS	489				hypothetical protein
CIFCBFKC_00334	CDS	1461	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
CIFCBFKC_00335	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
CIFCBFKC_00336	CDS	552				hypothetical protein
CIFCBFKC_00337	CDS	102				hypothetical protein
CIFCBFKC_00338	CDS	390				hypothetical protein
CIFCBFKC_00339	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
CIFCBFKC_00340	CDS	708	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
CIFCBFKC_00341	CDS	177	rpsU		COG0828	30S ribosomal protein S21
CIFCBFKC_00342	CDS	936	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
CIFCBFKC_00343	CDS	789	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
CIFCBFKC_00344	CDS	384				hypothetical protein
CIFCBFKC_00345	CDS	390				hypothetical protein
CIFCBFKC_00346	CDS	1131	hemW		COG0635	Heme chaperone HemW
CIFCBFKC_00347	CDS	738				hypothetical protein
CIFCBFKC_00348	CDS	774	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
CIFCBFKC_00349	CDS	618				hypothetical protein
CIFCBFKC_00350	CDS	402	spxA_1		COG1393	Regulatory protein Spx
CIFCBFKC_00351	CDS	279				hypothetical protein
CIFCBFKC_00352	CDS	774	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
CIFCBFKC_00353	CDS	1305	rsmF_1	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
CIFCBFKC_00354	CDS	114				hypothetical protein
CIFCBFKC_00355	CDS	879	pstS1		COG0226	Phosphate-binding protein PstS 1
CIFCBFKC_00356	CDS	918	pstC		COG0573	Phosphate transport system permease protein PstC
CIFCBFKC_00357	CDS	885				hypothetical protein
CIFCBFKC_00358	CDS	804	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
CIFCBFKC_00359	CDS	759	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
CIFCBFKC_00360	CDS	654	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
CIFCBFKC_00361	CDS	816	glnH_2		COG0834	Glutamine-binding periplasmic protein
CIFCBFKC_00362	CDS	1272	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
CIFCBFKC_00363	CDS	672	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
CIFCBFKC_00364	CDS	753				hypothetical protein
CIFCBFKC_00365	CDS	906	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
CIFCBFKC_00366	CDS	1158	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
CIFCBFKC_00367	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
CIFCBFKC_00368	CDS	774	ydcV			Inner membrane ABC transporter permease protein YdcV
CIFCBFKC_00369	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
CIFCBFKC_00370	CDS	486				hypothetical protein
CIFCBFKC_00371	CDS	2619	alaS	6.1.1.7		Alanine--tRNA ligase
