locus_tag	ftype	length_bp	gene	EC_number	COG	product
JNHOEDLP_00035	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JNHOEDLP_00036	CDS	2412				hypothetical protein
JNHOEDLP_00037	CDS	702			COG1136	putative ABC transporter ATP-binding protein
JNHOEDLP_00038	CDS	2709				hypothetical protein
JNHOEDLP_00039	CDS	492	tpx	1.11.1.15	COG2077	Thiol peroxidase
JNHOEDLP_00040	CDS	930	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
JNHOEDLP_00041	CDS	849	mntB			Manganese transport system membrane protein MntB
JNHOEDLP_00042	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
JNHOEDLP_00043	CDS	1893	pepO	3.4.24.-	COG3590	Neutral endopeptidase
JNHOEDLP_00044	CDS	630		3.-.-.-		putative metallo-hydrolase
JNHOEDLP_00045	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
JNHOEDLP_00046	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
JNHOEDLP_00047	CDS	186				hypothetical protein
JNHOEDLP_00048	CDS	414				hypothetical protein
JNHOEDLP_00049	CDS	648				hypothetical protein
JNHOEDLP_00050	CDS	651	dtxR			Diphtheria toxin repressor
JNHOEDLP_00051	CDS	843				hypothetical protein
JNHOEDLP_00052	CDS	438	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
JNHOEDLP_00053	CDS	303				hypothetical protein
JNHOEDLP_00054	CDS	1074				hypothetical protein
JNHOEDLP_00055	CDS	678	graR		COG0745	Response regulator protein GraR
JNHOEDLP_00056	CDS	975	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
JNHOEDLP_00057	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
JNHOEDLP_00058	CDS	324				hypothetical protein
JNHOEDLP_00059	CDS	201				hypothetical protein
JNHOEDLP_00060	CDS	630				hypothetical protein
JNHOEDLP_00061	CDS	270	rpsO		COG0184	30S ribosomal protein S15
JNHOEDLP_00062	CDS	615				hypothetical protein
JNHOEDLP_00063	CDS	750	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
JNHOEDLP_00064	CDS	2337	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
JNHOEDLP_00065	CDS	678	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
JNHOEDLP_00066	CDS	798			COG0327	GTP cyclohydrolase 1 type 2 
JNHOEDLP_00067	CDS	1104	thiO	1.4.3.19		Glycine oxidase
JNHOEDLP_00068	CDS	1020	lnpD	5.1.3.2		UDP-glucose 4-epimerase
JNHOEDLP_00069	CDS	972	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
JNHOEDLP_00070	CDS	213				hypothetical protein
JNHOEDLP_00071	CDS	477				hypothetical protein
JNHOEDLP_00072	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
JNHOEDLP_00073	CDS	339				hypothetical protein
JNHOEDLP_00074	CDS	630				hypothetical protein
JNHOEDLP_00075	CDS	1152				hypothetical protein
JNHOEDLP_00076	CDS	750	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
JNHOEDLP_00077	CDS	774	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
JNHOEDLP_00078	CDS	462	hmpT		COG4720	Thiamine precursor transporter HmpT
JNHOEDLP_00079	CDS	213				IS3 family transposase ISSpn11
JNHOEDLP_00080	CDS	153				hypothetical protein
JNHOEDLP_00081	CDS	834				IS3 family transposase ISSpn11
JNHOEDLP_00082	CDS	1083	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
JNHOEDLP_00083	CDS	783	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
JNHOEDLP_00084	CDS	1344	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
JNHOEDLP_00085	CDS	1317	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
JNHOEDLP_00086	CDS	1227	yhjX			putative MFS-type transporter YhjX
JNHOEDLP_00087	CDS	1575	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
JNHOEDLP_00088	CDS	789	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
JNHOEDLP_00089	CDS	576				hypothetical protein
JNHOEDLP_00090	tRNA	88				tRNA-Leu(aag)
JNHOEDLP_00091	CDS	1131	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
JNHOEDLP_00092	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JNHOEDLP_00093	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
JNHOEDLP_00094	CDS	945	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
JNHOEDLP_00095	CDS	678	dnaD		COG3935	DNA replication protein DnaD
JNHOEDLP_00096	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
JNHOEDLP_00097	CDS	1506				hypothetical protein
JNHOEDLP_00098	CDS	519	dps	1.16.-.-	COG0783	DNA protection during starvation protein
JNHOEDLP_00099	CDS	507	dhfR	1.5.1.3	COG0262	Dihydrofolate reductase
JNHOEDLP_00100	CDS	171				hypothetical protein
JNHOEDLP_00101	CDS	1233	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
JNHOEDLP_00102	CDS	588	engB		COG0218	putative GTP-binding protein EngB
JNHOEDLP_00103	CDS	381	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
JNHOEDLP_00104	CDS	891	yvcJ		COG1660	Nucleotide-binding protein YvcJ
JNHOEDLP_00105	CDS	978			COG0391	Putative gluconeogenesis factor
JNHOEDLP_00106	CDS	912	whiA		COG1481	putative cell division protein WhiA
JNHOEDLP_00107	CDS	969	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
JNHOEDLP_00108	CDS	858	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
JNHOEDLP_00109	CDS	780				hypothetical protein
JNHOEDLP_00110	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
JNHOEDLP_00111	CDS	375				hypothetical protein
JNHOEDLP_00112	CDS	849			COG1307	DegV domain-containing protein
JNHOEDLP_00113	CDS	768	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
JNHOEDLP_00114	CDS	1200	cca	2.7.7.72		CCA-adding enzyme
JNHOEDLP_00115	CDS	1872	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
JNHOEDLP_00116	CDS	1185	fieF			Ferrous-iron efflux pump FieF
JNHOEDLP_00117	CDS	2697		7.2.2.10		Calcium-transporting ATPase 1
JNHOEDLP_00118	CDS	792	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
JNHOEDLP_00119	CDS	411	def_1	3.5.1.88	COG0242	Peptide deformylase
JNHOEDLP_00120	CDS	1596				hypothetical protein
JNHOEDLP_00121	CDS	165				hypothetical protein
JNHOEDLP_00122	CDS	729	yaaA		COG3022	Peroxide stress resistance protein YaaA
JNHOEDLP_00123	CDS	1485				Putative trans-acting regulator
JNHOEDLP_00124	CDS	5325				hypothetical protein
JNHOEDLP_00125	CDS	294				hypothetical protein
JNHOEDLP_00126	CDS	192				hypothetical protein
JNHOEDLP_00127	CDS	432				hypothetical protein
JNHOEDLP_00128	CDS	1188	aspB	2.6.1.14	COG0436	Asparagine--oxo-acid transaminase
JNHOEDLP_00129	CDS	366				hypothetical protein
JNHOEDLP_00130	CDS	1344	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
JNHOEDLP_00131	CDS	291	rpsF		COG0360	30S ribosomal protein S6
JNHOEDLP_00132	CDS	471	ssb_1		COG0629	Single-stranded DNA-binding protein
JNHOEDLP_00133	CDS	240	rpsR		COG0238	30S ribosomal protein S18
JNHOEDLP_00134	CDS	1401				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
JNHOEDLP_00135	CDS	360	yugI		COG1098	General stress protein 13
JNHOEDLP_00136	CDS	750	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
JNHOEDLP_00137	CDS	300				hypothetical protein
JNHOEDLP_00138	CDS	936	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
JNHOEDLP_00139	CDS	513				hypothetical protein
JNHOEDLP_00140	CDS	597				hypothetical protein
JNHOEDLP_00141	CDS	198				hypothetical protein
JNHOEDLP_00142	CDS	1446	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
JNHOEDLP_00143	CDS	1623	murJ		COG2244	Lipid II flippase MurJ
JNHOEDLP_00144	CDS	1959	sarA_1		COG4166	Oligopeptide-binding protein SarA
JNHOEDLP_00145	CDS	1683	lmrA	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
JNHOEDLP_00146	CDS	1095	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
JNHOEDLP_00147	CDS	1167	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
JNHOEDLP_00148	CDS	3099	rapA	3.6.4.-		RNA polymerase-associated protein RapA
JNHOEDLP_00149	CDS	639				hypothetical protein
JNHOEDLP_00150	CDS	1335	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
JNHOEDLP_00151	CDS	465				hypothetical protein
JNHOEDLP_00152	CDS	495				hypothetical protein
JNHOEDLP_00153	CDS	1656	mltG	4.2.2.-		Endolytic murein transglycosylase
JNHOEDLP_00154	CDS	483	greA			Transcription elongation factor GreA
JNHOEDLP_00155	CDS	429				hypothetical protein
JNHOEDLP_00156	CDS	1008			COG2826	IS30 family transposase ISSpn8
JNHOEDLP_00157	CDS	201	atpE_1		COG0636	ATP synthase subunit c
JNHOEDLP_00158	CDS	717	atpB		COG0356	ATP synthase subunit a
JNHOEDLP_00159	CDS	495	atpF		COG0711	ATP synthase subunit b
JNHOEDLP_00160	CDS	537	atpH		COG0712	ATP synthase subunit delta
JNHOEDLP_00161	CDS	1506	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
JNHOEDLP_00162	CDS	879	atpG		COG0224	ATP synthase gamma chain
JNHOEDLP_00163	CDS	1407	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
JNHOEDLP_00164	CDS	420	atpC		COG0355	ATP synthase epsilon chain
JNHOEDLP_00165	CDS	1014	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
JNHOEDLP_00166	CDS	1167			COG0628	Putative transport protein
JNHOEDLP_00167	CDS	1230	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
JNHOEDLP_00168	CDS	642	yecS		COG0765	L-cystine transport system permease protein YecS
JNHOEDLP_00169	CDS	630	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
JNHOEDLP_00170	CDS	837	artP		COG0834	Arginine-binding extracellular protein ArtP
JNHOEDLP_00171	CDS	348				hypothetical protein
JNHOEDLP_00172	CDS	1719	pgcA	5.4.2.2		Phosphoglucomutase
JNHOEDLP_00173	CDS	534				IS630 family transposase IS630-Spn1
JNHOEDLP_00174	CDS	255				hypothetical protein
JNHOEDLP_00175	CDS	1215				hypothetical protein
JNHOEDLP_00176	CDS	522				hypothetical protein
JNHOEDLP_00177	CDS	870	gla		COG0580	Glycerol facilitator-aquaporin gla
JNHOEDLP_00178	CDS	936	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
JNHOEDLP_00179	CDS	861	rhaS			HTH-type transcriptional activator RhaS
JNHOEDLP_00180	CDS	2163	agaA_1	3.2.1.22		Alpha-galactosidase AgaA
JNHOEDLP_00181	CDS	1260	msmE		COG1653	Multiple sugar-binding protein
JNHOEDLP_00182	CDS	867	ngcF		COG1175	Diacetylchitobiose uptake system permease protein NgcF
JNHOEDLP_00183	CDS	834	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
JNHOEDLP_00184	CDS	1443	gtfA_1	2.4.1.7	COG0366	Sucrose phosphorylase
JNHOEDLP_00185	CDS	1194				hypothetical protein
JNHOEDLP_00186	CDS	891	amiA_1		COG4166	Oligopeptide-binding protein AmiA
JNHOEDLP_00187	CDS	1056	amiA_2		COG4166	Oligopeptide-binding protein AmiA
JNHOEDLP_00188	CDS	1497				hypothetical protein
JNHOEDLP_00189	CDS	927	oppC		COG1173	Oligopeptide transport system permease protein OppC
JNHOEDLP_00190	CDS	1068	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
JNHOEDLP_00191	CDS	927	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
JNHOEDLP_00192	CDS	387				hypothetical protein
JNHOEDLP_00193	CDS	309				hypothetical protein
JNHOEDLP_00194	CDS	894				hypothetical protein
JNHOEDLP_00195	CDS	804	fpuC	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuC
JNHOEDLP_00196	CDS	711	treR		COG2188	HTH-type transcriptional regulator TreR
JNHOEDLP_00197	CDS	1968				hypothetical protein
JNHOEDLP_00198	CDS	1626	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
JNHOEDLP_00199	CDS	249				hypothetical protein
JNHOEDLP_00200	CDS	795	murI	5.1.1.3	COG0796	Glutamate racemase
JNHOEDLP_00201	CDS	972		3.6.1.66		dITP/XTP pyrophosphatase
JNHOEDLP_00202	CDS	522				hypothetical protein
JNHOEDLP_00203	CDS	462				hypothetical protein
JNHOEDLP_00204	CDS	735			COG0582	Tyrosine recombinase XerD-like protein
JNHOEDLP_00205	CDS	729	scpA			Segregation and condensation protein A
JNHOEDLP_00206	CDS	570	scpB			Segregation and condensation protein B
JNHOEDLP_00207	CDS	723	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
JNHOEDLP_00208	CDS	243			COG0759	Putative membrane protein insertion efficiency factor
JNHOEDLP_00209	CDS	966	yclQ		COG4607	Petrobactin-binding protein YclQ
JNHOEDLP_00210	CDS	753	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
JNHOEDLP_00211	CDS	957	yclO		COG4605	Petrobactin import system permease protein YclO
JNHOEDLP_00212	CDS	960	yclN		COG4606	Petrobactin import system permease protein YclN
JNHOEDLP_00213	CDS	702	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
JNHOEDLP_00214	CDS	1065	pepA_1	3.4.11.7	COG1363	Glutamyl aminopeptidase
JNHOEDLP_00215	CDS	297				hypothetical protein
JNHOEDLP_00216	CDS	444				hypothetical protein
JNHOEDLP_00217	CDS	765				hypothetical protein
JNHOEDLP_00218	CDS	729	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
JNHOEDLP_00219	CDS	1521				hypothetical protein
JNHOEDLP_00220	CDS	807				hypothetical protein
JNHOEDLP_00221	CDS	537				hypothetical protein
JNHOEDLP_00222	CDS	891	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
JNHOEDLP_00223	CDS	354	adhR		COG0789	HTH-type transcriptional regulator AdhR
JNHOEDLP_00224	CDS	1038	adh_1	1.1.1.1	COG1063	Alcohol dehydrogenase
JNHOEDLP_00225	CDS	1008	melR		COG1609	HTH-type transcriptional repressor MelR
JNHOEDLP_00226	CDS	1179	galK_1	2.7.1.6	COG0153	Galactokinase
JNHOEDLP_00227	CDS	1482	galT_1	2.7.7.12		Galactose-1-phosphate uridylyltransferase
JNHOEDLP_00228	CDS	405	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
JNHOEDLP_00229	CDS	1266				hypothetical protein
JNHOEDLP_00230	CDS	1491	sau3AIR	3.1.21.4		Type-2 restriction enzyme Sau3AI
JNHOEDLP_00231	CDS	1263	pucK		COG2233	Uric acid permease PucK
JNHOEDLP_00232	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
JNHOEDLP_00233	CDS	240				hypothetical protein
JNHOEDLP_00234	CDS	828	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
JNHOEDLP_00235	CDS	228				hypothetical protein
JNHOEDLP_00236	CDS	270				hypothetical protein
JNHOEDLP_00237	CDS	531				hypothetical protein
JNHOEDLP_00238	CDS	1746	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
JNHOEDLP_00239	CDS	1752	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
JNHOEDLP_00240	CDS	693	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
JNHOEDLP_00241	CDS	1227	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
JNHOEDLP_00242	CDS	2127	pfbA		COG5434	Plasmin and fibronectin-binding protein A
JNHOEDLP_00243	CDS	297				hypothetical protein
JNHOEDLP_00244	CDS	402				hypothetical protein
JNHOEDLP_00245	CDS	642	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
JNHOEDLP_00246	CDS	1476	galT_2	2.7.7.12		Galactose-1-phosphate uridylyltransferase
JNHOEDLP_00247	CDS	981	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
JNHOEDLP_00248	CDS	660				hypothetical protein
JNHOEDLP_00249	CDS	1068				hypothetical protein
JNHOEDLP_00250	CDS	1011	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JNHOEDLP_00251	CDS	1692				hypothetical protein
JNHOEDLP_00252	CDS	711				hypothetical protein
JNHOEDLP_00253	CDS	369				hypothetical protein
JNHOEDLP_00254	CDS	1002	ccpA_1		COG1609	Catabolite control protein A
JNHOEDLP_00255	CDS	1362	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
JNHOEDLP_00256	CDS	567	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
JNHOEDLP_00257	CDS	1005	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
JNHOEDLP_00258	CDS	768	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
JNHOEDLP_00259	CDS	600	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
JNHOEDLP_00260	CDS	1224	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
JNHOEDLP_00261	CDS	777	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
JNHOEDLP_00262	CDS	732				hypothetical protein
JNHOEDLP_00263	CDS	1152				hypothetical protein
JNHOEDLP_00264	CDS	660				hypothetical protein
JNHOEDLP_00265	CDS	408				hypothetical protein
JNHOEDLP_00266	CDS	1179	nagC		COG1940	N-acetylglucosamine repressor
JNHOEDLP_00267	CDS	1263	licC_1		COG1455	Lichenan permease IIC component
JNHOEDLP_00268	CDS	897				hypothetical protein
JNHOEDLP_00269	CDS	318	ptcB	2.7.1.205	COG1440	PTS system cellobiose-specific EIIB component
JNHOEDLP_00270	CDS	318	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
JNHOEDLP_00271	CDS	1356	celB		COG1455	PTS system cellobiose-specific EIIC component
JNHOEDLP_00272	CDS	1476		3.1.6.1	COG3119	Arylsulfatase
JNHOEDLP_00273	CDS	849		1.8.3.7	COG1262	Formylglycine-generating enzyme
JNHOEDLP_00274	CDS	771				hypothetical protein
JNHOEDLP_00275	CDS	204				hypothetical protein
JNHOEDLP_00276	CDS	609				hypothetical protein
JNHOEDLP_00277	CDS	171				hypothetical protein
JNHOEDLP_00278	CDS	567				hypothetical protein
JNHOEDLP_00279	CDS	1482				Putative trans-acting regulator
JNHOEDLP_00280	CDS	1002	rbsR		COG1609	Ribose operon repressor
JNHOEDLP_00281	CDS	918	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
JNHOEDLP_00282	CDS	891				hypothetical protein
JNHOEDLP_00283	CDS	1617				hypothetical protein
JNHOEDLP_00284	CDS	1320	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
JNHOEDLP_00285	tRNA	76				tRNA-Lys(ctt)
JNHOEDLP_00286	CDS	1272			COG2256	putative AAA domain-containing protein
JNHOEDLP_00287	CDS	240				hypothetical protein
JNHOEDLP_00288	CDS	180				hypothetical protein
JNHOEDLP_00289	CDS	453				hypothetical protein
JNHOEDLP_00290	CDS	471				hypothetical protein
JNHOEDLP_00291	CDS	1089				hypothetical protein
JNHOEDLP_00292	CDS	159				hypothetical protein
JNHOEDLP_00293	CDS	1035				hypothetical protein
JNHOEDLP_00294	CDS	2244				hypothetical protein
JNHOEDLP_00295	CDS	1017				hypothetical protein
JNHOEDLP_00296	CDS	951	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
JNHOEDLP_00297	CDS	744	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
JNHOEDLP_00298	CDS	1797	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
JNHOEDLP_00299	CDS	156				hypothetical protein
JNHOEDLP_00300	CDS	792				hypothetical protein
JNHOEDLP_00301	CDS	669	aqpZ2			Aquaporin Z 2
JNHOEDLP_00302	CDS	534	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
JNHOEDLP_00303	CDS	315	trxA		COG0526	Thioredoxin
JNHOEDLP_00304	CDS	222				hypothetical protein
JNHOEDLP_00305	CDS	381				hypothetical protein
JNHOEDLP_00306	CDS	480				hypothetical protein
JNHOEDLP_00307	CDS	381				hypothetical protein
JNHOEDLP_00308	CDS	189				hypothetical protein
JNHOEDLP_00309	CDS	681				hypothetical protein
JNHOEDLP_00310	CDS	240				hypothetical protein
JNHOEDLP_00311	CDS	279				hypothetical protein
JNHOEDLP_00312	CDS	2178				hypothetical protein
JNHOEDLP_00313	CDS	1122	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
JNHOEDLP_00314	CDS	456				hypothetical protein
JNHOEDLP_00315	CDS	1914	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
JNHOEDLP_00316	CDS	1680	rnj1	3.1.-.-		Ribonuclease J 1
JNHOEDLP_00317	CDS	234				hypothetical protein
JNHOEDLP_00318	CDS	108				hypothetical protein
JNHOEDLP_00319	CDS	153				hypothetical protein
JNHOEDLP_00320	CDS	186				hypothetical protein
JNHOEDLP_00321	CDS	684	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
JNHOEDLP_00322	CDS	438				hypothetical protein
JNHOEDLP_00323	CDS	1011	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
JNHOEDLP_00324	CDS	387				ISL3 family transposase ISSth1
JNHOEDLP_00325	CDS	930				hypothetical protein
JNHOEDLP_00326	CDS	555				hypothetical protein
JNHOEDLP_00327	CDS	525	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
JNHOEDLP_00328	CDS	954				hypothetical protein
JNHOEDLP_00329	CDS	1617	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
JNHOEDLP_00330	CDS	255				hypothetical protein
JNHOEDLP_00331	CDS	411				hypothetical protein
JNHOEDLP_00332	CDS	750	btrD	3.5.1.112		2'-N-acetylparomamine deacetylase
JNHOEDLP_00333	CDS	1173	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
JNHOEDLP_00334	CDS	864				hypothetical protein
JNHOEDLP_00335	CDS	201				hypothetical protein
JNHOEDLP_00336	CDS	666				hypothetical protein
JNHOEDLP_00337	CDS	1227				hypothetical protein
JNHOEDLP_00338	CDS	657				hypothetical protein
JNHOEDLP_00339	CDS	210				hypothetical protein
JNHOEDLP_00340	CDS	831	tcyA		COG0834	L-cystine-binding protein TcyA
JNHOEDLP_00341	CDS	855	metQ		COG1464	D-methionine-binding lipoprotein MetQ
JNHOEDLP_00342	CDS	1374	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
JNHOEDLP_00343	CDS	1062	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
JNHOEDLP_00344	CDS	693	metP		COG2011	Methionine import system permease protein MetP
JNHOEDLP_00345	CDS	570				hypothetical protein
JNHOEDLP_00346	CDS	615				hypothetical protein
JNHOEDLP_00347	CDS	1683				hypothetical protein
JNHOEDLP_00348	CDS	1287	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
JNHOEDLP_00349	CDS	534				hypothetical protein
JNHOEDLP_00350	CDS	471			COG1780	Putative NrdI-like protein
JNHOEDLP_00351	CDS	1263				hypothetical protein
JNHOEDLP_00352	CDS	459				hypothetical protein
