locus_tag	ftype	length_bp	gene	EC_number	COG	product
ADMNKHGO_00028	CDS	1776	ntpA	7.2.2.1		V-type sodium ATPase catalytic subunit A
ADMNKHGO_00029	CDS	321	ntpG			V-type sodium ATPase subunit G
ADMNKHGO_00030	CDS	1008	ntpC			V-type sodium ATPase subunit C
ADMNKHGO_00031	CDS	582	atpE_1			V-type proton ATPase subunit E
ADMNKHGO_00032	CDS	477	ntpK			V-type sodium ATPase subunit K
ADMNKHGO_00033	CDS	1992				hypothetical protein
ADMNKHGO_00034	CDS	324				hypothetical protein
ADMNKHGO_00035	CDS	891	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
ADMNKHGO_00036	CDS	1110	yjhC_1	1.-.-.-	COG0673	putative oxidoreductase YjhC
ADMNKHGO_00037	CDS	2223	nanB_1	3.2.1.18	COG4409	Sialidase B
ADMNKHGO_00038	CDS	459				hypothetical protein
ADMNKHGO_00039	tRNA	98				tRNA-Phe(aaa)
ADMNKHGO_00040	CDS	918	nanA_1	4.1.3.3	COG0329	N-acetylneuraminate lyase
ADMNKHGO_00041	CDS	690	nanE_1	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
ADMNKHGO_00042	CDS	1257				ISL3 family transposase ISSpn14
ADMNKHGO_00043	CDS	612	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
ADMNKHGO_00044	CDS	90				hypothetical protein
ADMNKHGO_00045	CDS	609				hypothetical protein
ADMNKHGO_00046	CDS	840				IS3 family transposase ISSpn4
ADMNKHGO_00047	CDS	537				hypothetical protein
ADMNKHGO_00048	CDS	138				hypothetical protein
ADMNKHGO_00049	CDS	1320				hypothetical protein
ADMNKHGO_00050	CDS	741	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
ADMNKHGO_00051	CDS	1608				hypothetical protein
ADMNKHGO_00052	CDS	1941				hypothetical protein
ADMNKHGO_00053	CDS	2610	ramC	2.7.-.-	COG0515	putative SapB synthase
ADMNKHGO_00054	CDS	138				hypothetical protein
ADMNKHGO_00055	CDS	588				hypothetical protein
ADMNKHGO_00056	CDS	144				hypothetical protein
ADMNKHGO_00057	CDS	381				hypothetical protein
ADMNKHGO_00058	CDS	324				hypothetical protein
ADMNKHGO_00059	CDS	255				hypothetical protein
ADMNKHGO_00060	CDS	171				hypothetical protein
ADMNKHGO_00061	CDS	1188	xerC_1			Tyrosine recombinase XerC
ADMNKHGO_00062	CDS	270				hypothetical protein
ADMNKHGO_00063	CDS	225				hypothetical protein
ADMNKHGO_00064	CDS	1830				hypothetical protein
ADMNKHGO_00065	CDS	366				hypothetical protein
ADMNKHGO_00066	CDS	357				hypothetical protein
ADMNKHGO_00067	CDS	255				hypothetical protein
ADMNKHGO_00068	CDS	4005	rep	3.6.4.12		ATP-dependent DNA helicase Rep
ADMNKHGO_00069	CDS	387				hypothetical protein
ADMNKHGO_00070	CDS	951				hypothetical protein
ADMNKHGO_00071	CDS	1119				hypothetical protein
ADMNKHGO_00072	CDS	1797				hypothetical protein
ADMNKHGO_00073	CDS	267				hypothetical protein
ADMNKHGO_00074	CDS	705				hypothetical protein
ADMNKHGO_00075	CDS	567				hypothetical protein
ADMNKHGO_00076	CDS	225				hypothetical protein
ADMNKHGO_00077	CDS	618				hypothetical protein
ADMNKHGO_00078	CDS	723				hypothetical protein
ADMNKHGO_00079	CDS	399				hypothetical protein
ADMNKHGO_00080	CDS	846				hypothetical protein
ADMNKHGO_00081	CDS	90				hypothetical protein
ADMNKHGO_00082	CDS	651	cat	2.3.1.28		Chloramphenicol acetyltransferase
ADMNKHGO_00083	CDS	249				hypothetical protein
ADMNKHGO_00084	CDS	789				hypothetical protein
ADMNKHGO_00085	CDS	759	pezT_1	2.7.1.176		Toxin PezT
ADMNKHGO_00086	CDS	477	pezA_1		COG1396	Antitoxin PezA
ADMNKHGO_00087	CDS	273				hypothetical protein
ADMNKHGO_00088	CDS	384				hypothetical protein
ADMNKHGO_00089	CDS	234				hypothetical protein
ADMNKHGO_00090	CDS	1086				hypothetical protein
ADMNKHGO_00091	CDS	642				hypothetical protein
ADMNKHGO_00092	CDS	2067	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
ADMNKHGO_00093	CDS	3252				hypothetical protein
ADMNKHGO_00094	CDS	216				hypothetical protein
ADMNKHGO_00095	CDS	729				hypothetical protein
ADMNKHGO_00096	CDS	741				hypothetical protein
ADMNKHGO_00097	CDS	936	bcrA_1			Bacitracin transport ATP-binding protein BcrA
ADMNKHGO_00098	CDS	861				hypothetical protein
ADMNKHGO_00099	CDS	291				hypothetical protein
ADMNKHGO_00100	CDS	285				hypothetical protein
ADMNKHGO_00101	CDS	972				hypothetical protein
ADMNKHGO_00102	CDS	1812	ltrA_1		COG3344	Group II intron-encoded protein LtrA
ADMNKHGO_00103	CDS	5298				hypothetical protein
ADMNKHGO_00104	CDS	411				hypothetical protein
ADMNKHGO_00105	CDS	567				hypothetical protein
ADMNKHGO_00106	CDS	2814				hypothetical protein
ADMNKHGO_00107	CDS	2358				hypothetical protein
ADMNKHGO_00108	CDS	363				hypothetical protein
ADMNKHGO_00109	CDS	855				hypothetical protein
ADMNKHGO_00110	CDS	243				hypothetical protein
ADMNKHGO_00111	CDS	1878				hypothetical protein
ADMNKHGO_00112	CDS	489				hypothetical protein
ADMNKHGO_00113	CDS	300				hypothetical protein
ADMNKHGO_00114	CDS	837				hypothetical protein
ADMNKHGO_00115	CDS	591				hypothetical protein
ADMNKHGO_00116	CDS	315				hypothetical protein
ADMNKHGO_00117	CDS	384				hypothetical protein
ADMNKHGO_00118	CDS	1386				hypothetical protein
ADMNKHGO_00119	CDS	1206				hypothetical protein
ADMNKHGO_00120	CDS	222				hypothetical protein
ADMNKHGO_00121	CDS	498				hypothetical protein
ADMNKHGO_00122	CDS	507				hypothetical protein
ADMNKHGO_00123	CDS	2448				hypothetical protein
ADMNKHGO_00124	CDS	2112				hypothetical protein
ADMNKHGO_00125	CDS	1002				hypothetical protein
ADMNKHGO_00126	CDS	915				hypothetical protein
ADMNKHGO_00127	CDS	1920	tet(M)			tetracycline resistance ribosomal protection protein Tet(M)
ADMNKHGO_00128	CDS	246				hypothetical protein
ADMNKHGO_00129	CDS	336				hypothetical protein
ADMNKHGO_00130	CDS	369				hypothetical protein
ADMNKHGO_00131	CDS	300				hypothetical protein
ADMNKHGO_00132	CDS	1464	msr(D)			ABC-F type ribosomal protection protein Msr(D)
ADMNKHGO_00133	CDS	1218	entS			Enterobactin exporter EntS
ADMNKHGO_00134	CDS	171				hypothetical protein
ADMNKHGO_00135	CDS	354				hypothetical protein
ADMNKHGO_00136	CDS	423				hypothetical protein
ADMNKHGO_00137	CDS	231				hypothetical protein
ADMNKHGO_00138	CDS	204				hypothetical protein
ADMNKHGO_00139	CDS	1218	Int-Tn			Transposase from transposon Tn916
ADMNKHGO_00140	CDS	588				hypothetical protein
ADMNKHGO_00141	CDS	234				hypothetical protein
ADMNKHGO_00142	CDS	381	spxA_1		COG1393	Regulatory protein Spx
ADMNKHGO_00143	CDS	450				hypothetical protein
ADMNKHGO_00144	CDS	1359				hypothetical protein
ADMNKHGO_00145	CDS	102				hypothetical protein
ADMNKHGO_00146	CDS	780				hypothetical protein
ADMNKHGO_00147	CDS	213				hypothetical protein
ADMNKHGO_00148	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
ADMNKHGO_00149	CDS	501	rplJ			50S ribosomal protein L10
ADMNKHGO_00150	CDS	1512	dadD	3.5.4.31		5'-deoxyadenosine deaminase
ADMNKHGO_00151	CDS	1749		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
ADMNKHGO_00152	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
ADMNKHGO_00153	CDS	939	msrAB1		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB 1
ADMNKHGO_00154	CDS	870	thrB	2.7.1.39	COG0083	Homoserine kinase
ADMNKHGO_00155	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
ADMNKHGO_00156	CDS	738	mecA		COG4862	Adapter protein MecA
ADMNKHGO_00157	CDS	1035				hypothetical protein
ADMNKHGO_00158	CDS	1434				hypothetical protein
ADMNKHGO_00159	CDS	987	glyG_1			Glycosyltransferase GlyG
ADMNKHGO_00160	CDS	1104	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
ADMNKHGO_00161	CDS	837				hypothetical protein
ADMNKHGO_00162	CDS	1275	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
ADMNKHGO_00163	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
ADMNKHGO_00164	CDS	477	aroK	2.7.1.71	COG0703	Shikimate kinase
ADMNKHGO_00165	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
ADMNKHGO_00166	CDS	339				hypothetical protein
ADMNKHGO_00167	CDS	1104				hypothetical protein
ADMNKHGO_00168	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
ADMNKHGO_00169	CDS	1068	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
ADMNKHGO_00170	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
ADMNKHGO_00171	CDS	678	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
ADMNKHGO_00172	CDS	1164	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
ADMNKHGO_00173	CDS	1635				hypothetical protein
ADMNKHGO_00174	CDS	750	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
ADMNKHGO_00175	CDS	1455	amyS	3.2.1.1		Alpha-amylase
ADMNKHGO_00176	CDS	2619	alaS	6.1.1.7		Alanine--tRNA ligase
ADMNKHGO_00177	CDS	486				hypothetical protein
ADMNKHGO_00178	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
ADMNKHGO_00179	CDS	774	ydcV			Inner membrane ABC transporter permease protein YdcV
ADMNKHGO_00180	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
ADMNKHGO_00181	CDS	1158	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
ADMNKHGO_00182	CDS	951	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
ADMNKHGO_00183	CDS	753				hypothetical protein
ADMNKHGO_00184	CDS	672	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
ADMNKHGO_00185	CDS	1272	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
ADMNKHGO_00186	CDS	816	glnH_1		COG0834	Glutamine-binding periplasmic protein
ADMNKHGO_00187	CDS	654	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
ADMNKHGO_00188	CDS	759	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
ADMNKHGO_00189	CDS	804	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
ADMNKHGO_00190	CDS	885				hypothetical protein
ADMNKHGO_00191	CDS	918	pstC		COG0573	Phosphate transport system permease protein PstC
ADMNKHGO_00192	CDS	879	pstS1		COG0226	Phosphate-binding protein PstS 1
ADMNKHGO_00193	CDS	114				hypothetical protein
ADMNKHGO_00194	CDS	1305	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
ADMNKHGO_00195	CDS	774	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
ADMNKHGO_00196	CDS	279				hypothetical protein
ADMNKHGO_00197	CDS	402	spxA_2		COG1393	Regulatory protein Spx
ADMNKHGO_00198	CDS	618				hypothetical protein
ADMNKHGO_00199	CDS	774	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
ADMNKHGO_00200	CDS	738				hypothetical protein
ADMNKHGO_00201	CDS	1131	hemW		COG0635	Heme chaperone HemW
ADMNKHGO_00202	CDS	390				hypothetical protein
ADMNKHGO_00203	CDS	384				hypothetical protein
ADMNKHGO_00204	CDS	789	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
ADMNKHGO_00205	CDS	936	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
ADMNKHGO_00206	CDS	177	rpsU		COG0828	30S ribosomal protein S21
ADMNKHGO_00207	CDS	708	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
ADMNKHGO_00208	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
ADMNKHGO_00209	CDS	390				hypothetical protein
ADMNKHGO_00210	CDS	102				hypothetical protein
ADMNKHGO_00211	CDS	552				hypothetical protein
ADMNKHGO_00212	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
ADMNKHGO_00213	CDS	1461	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
ADMNKHGO_00214	CDS	489				hypothetical protein
ADMNKHGO_00215	CDS	210				hypothetical protein
ADMNKHGO_00216	CDS	480				hypothetical protein
ADMNKHGO_00217	CDS	342				hypothetical protein
ADMNKHGO_00218	CDS	375				hypothetical protein
ADMNKHGO_00219	CDS	726				hypothetical protein
ADMNKHGO_00220	CDS	1287				hypothetical protein
ADMNKHGO_00221	CDS	183				hypothetical protein
ADMNKHGO_00222	CDS	192				hypothetical protein
ADMNKHGO_00223	CDS	1191				hypothetical protein
ADMNKHGO_00224	CDS	993	rhaR			HTH-type transcriptional activator RhaR
ADMNKHGO_00225	CDS	1755	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ADMNKHGO_00226	CDS	1722	ndvA	7.5.2.3	COG1132	Beta-(1-->2)glucan export ATP-binding/permease protein NdvA
ADMNKHGO_00227	CDS	585				hypothetical protein
ADMNKHGO_00228	CDS	696				hypothetical protein
ADMNKHGO_00229	CDS	1365	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
ADMNKHGO_00230	CDS	306				hypothetical protein
ADMNKHGO_00231	CDS	351				hypothetical protein
ADMNKHGO_00232	CDS	186				hypothetical protein
ADMNKHGO_00233	CDS	1563	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
ADMNKHGO_00234	CDS	699	nagR		COG2188	HTH-type transcriptional repressor NagR
ADMNKHGO_00235	CDS	897	yicL_1		COG0697	putative inner membrane transporter YicL
ADMNKHGO_00236	CDS	936	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
ADMNKHGO_00237	CDS	726				hypothetical protein
ADMNKHGO_00238	CDS	636				hypothetical protein
ADMNKHGO_00239	CDS	828	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
ADMNKHGO_00240	CDS	336				hypothetical protein
ADMNKHGO_00241	CDS	717	capA			Capsule biosynthesis protein CapA
ADMNKHGO_00242	CDS	612	def_1	3.5.1.88	COG0242	Peptide deformylase
ADMNKHGO_00243	CDS	729		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
ADMNKHGO_00244	CDS	912	trxB	1.8.1.9	COG0492	Thioredoxin reductase
ADMNKHGO_00245	CDS	225				hypothetical protein
ADMNKHGO_00246	CDS	744	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
ADMNKHGO_00247	CDS	801	yxeN			putative amino-acid permease protein YxeN
ADMNKHGO_00248	CDS	357	mgsR		COG1393	Regulatory protein MgsR
ADMNKHGO_00249	CDS	513	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
ADMNKHGO_00250	CDS	495				hypothetical protein
ADMNKHGO_00251	CDS	447				hypothetical protein
ADMNKHGO_00252	CDS	648				hypothetical protein
ADMNKHGO_00253	CDS	582	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
ADMNKHGO_00254	CDS	876	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
ADMNKHGO_00255	CDS	1380		1.6.99.3		putative NADH oxidase
ADMNKHGO_00256	CDS	924	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
ADMNKHGO_00257	CDS	606	urdA	1.3.99.33		Urocanate reductase
ADMNKHGO_00258	CDS	1188				hypothetical protein
ADMNKHGO_00259	CDS	258				hypothetical protein
ADMNKHGO_00260	CDS	2037	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
ADMNKHGO_00261	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
ADMNKHGO_00262	CDS	762				hypothetical protein
ADMNKHGO_00263	CDS	843	yvgN	1.1.1.-	COG0656	Glyoxal reductase
ADMNKHGO_00264	CDS	1443	pgdA	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
ADMNKHGO_00265	CDS	378				hypothetical protein
ADMNKHGO_00266	CDS	978	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
ADMNKHGO_00267	CDS	1083	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
ADMNKHGO_00268	CDS	870	gla		COG0580	Glycerol facilitator-aquaporin gla
ADMNKHGO_00269	CDS	522				hypothetical protein
ADMNKHGO_00270	CDS	1107				hypothetical protein
ADMNKHGO_00271	CDS	255				hypothetical protein
ADMNKHGO_00272	CDS	534				IS630 family transposase IS630-Spn1
ADMNKHGO_00273	CDS	1719	pgcA	5.4.2.2		Phosphoglucomutase
ADMNKHGO_00274	CDS	348				hypothetical protein
ADMNKHGO_00275	CDS	837	artP		COG0834	Arginine-binding extracellular protein ArtP
ADMNKHGO_00276	CDS	630	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
ADMNKHGO_00277	CDS	642	yecS		COG0765	L-cystine transport system permease protein YecS
ADMNKHGO_00278	CDS	1230	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
ADMNKHGO_00279	CDS	1167			COG0628	Putative transport protein
ADMNKHGO_00280	CDS	1014	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
ADMNKHGO_00281	CDS	420	atpC		COG0355	ATP synthase epsilon chain
ADMNKHGO_00282	CDS	1407	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
ADMNKHGO_00283	CDS	879	atpG		COG0224	ATP synthase gamma chain
ADMNKHGO_00284	CDS	1506	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
ADMNKHGO_00285	CDS	537	atpH		COG0712	ATP synthase subunit delta
ADMNKHGO_00286	CDS	495	atpF		COG0711	ATP synthase subunit b
ADMNKHGO_00287	CDS	717	atpB		COG0356	ATP synthase subunit a
ADMNKHGO_00288	CDS	201	atpE_2		COG0636	ATP synthase subunit c
ADMNKHGO_00289	CDS	1008			COG2826	IS30 family transposase ISSpn8
ADMNKHGO_00290	CDS	429				hypothetical protein
ADMNKHGO_00291	CDS	483	greA			Transcription elongation factor GreA
ADMNKHGO_00292	CDS	1656	mltG	4.2.2.-		Endolytic murein transglycosylase
ADMNKHGO_00293	CDS	495				hypothetical protein
ADMNKHGO_00294	CDS	465				hypothetical protein
ADMNKHGO_00295	CDS	1335	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
ADMNKHGO_00296	CDS	639				hypothetical protein
ADMNKHGO_00297	CDS	3099	rapA	3.6.4.-		RNA polymerase-associated protein RapA
ADMNKHGO_00298	CDS	1167	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
ADMNKHGO_00299	CDS	1095	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
ADMNKHGO_00300	CDS	1683	lmrA	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
ADMNKHGO_00301	CDS	1959	sarA_1		COG4166	Oligopeptide-binding protein SarA
ADMNKHGO_00302	CDS	1623	murJ		COG2244	Lipid II flippase MurJ
ADMNKHGO_00303	CDS	1446	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
ADMNKHGO_00304	CDS	198				hypothetical protein
ADMNKHGO_00305	CDS	597				hypothetical protein
ADMNKHGO_00306	CDS	513				hypothetical protein
ADMNKHGO_00307	CDS	936	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
ADMNKHGO_00308	CDS	300				hypothetical protein
ADMNKHGO_00309	CDS	750	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
ADMNKHGO_00310	CDS	360	yugI		COG1098	General stress protein 13
ADMNKHGO_00311	CDS	1401				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
ADMNKHGO_00312	CDS	240	rpsR		COG0238	30S ribosomal protein S18
ADMNKHGO_00313	CDS	471	ssb_1		COG0629	Single-stranded DNA-binding protein
ADMNKHGO_00314	CDS	291	rpsF		COG0360	30S ribosomal protein S6
ADMNKHGO_00315	CDS	1344	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
ADMNKHGO_00316	CDS	366				hypothetical protein
ADMNKHGO_00317	CDS	1188	aspB	2.6.1.14	COG0436	Asparagine--oxo-acid transaminase
ADMNKHGO_00318	CDS	432				hypothetical protein
ADMNKHGO_00319	CDS	549				hypothetical protein
ADMNKHGO_00320	CDS	5325				hypothetical protein
ADMNKHGO_00321	CDS	1485				Putative trans-acting regulator
ADMNKHGO_00322	CDS	729	yaaA		COG3022	Peroxide stress resistance protein YaaA
ADMNKHGO_00323	CDS	165				hypothetical protein
ADMNKHGO_00324	CDS	1596				hypothetical protein
ADMNKHGO_00325	CDS	411	def_2	3.5.1.88	COG0242	Peptide deformylase
ADMNKHGO_00326	CDS	792	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
ADMNKHGO_00327	CDS	2697		7.2.2.10		Calcium-transporting ATPase 1
ADMNKHGO_00328	CDS	1185	fieF			Ferrous-iron efflux pump FieF
ADMNKHGO_00329	CDS	1872	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
ADMNKHGO_00330	CDS	1200	cca	2.7.7.72		CCA-adding enzyme
ADMNKHGO_00331	CDS	768	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
ADMNKHGO_00332	CDS	849			COG1307	DegV domain-containing protein
ADMNKHGO_00333	CDS	375				hypothetical protein
ADMNKHGO_00334	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
ADMNKHGO_00335	CDS	780				hypothetical protein
ADMNKHGO_00336	CDS	858	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
ADMNKHGO_00337	CDS	969	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
ADMNKHGO_00338	CDS	912	whiA		COG1481	putative cell division protein WhiA
ADMNKHGO_00339	CDS	978			COG0391	Putative gluconeogenesis factor
ADMNKHGO_00340	CDS	891	yvcJ		COG1660	Nucleotide-binding protein YvcJ
ADMNKHGO_00341	CDS	381	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
ADMNKHGO_00342	CDS	588	engB		COG0218	putative GTP-binding protein EngB
ADMNKHGO_00343	CDS	1233	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
ADMNKHGO_00344	CDS	171				hypothetical protein
ADMNKHGO_00345	CDS	507	dhfR	1.5.1.3	COG0262	Dihydrofolate reductase
ADMNKHGO_00346	CDS	519	dps	1.16.-.-	COG0783	DNA protection during starvation protein
ADMNKHGO_00347	CDS	1506				hypothetical protein
ADMNKHGO_00348	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
ADMNKHGO_00349	CDS	678	dnaD		COG3935	DNA replication protein DnaD
ADMNKHGO_00350	CDS	945	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
ADMNKHGO_00351	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
ADMNKHGO_00352	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
ADMNKHGO_00353	CDS	1131	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
ADMNKHGO_00354	tRNA	88				tRNA-Leu(aag)
ADMNKHGO_00355	CDS	576				hypothetical protein
ADMNKHGO_00356	CDS	789	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
ADMNKHGO_00357	CDS	1575	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
ADMNKHGO_00358	CDS	1227	yhjX			putative MFS-type transporter YhjX
ADMNKHGO_00359	CDS	1317	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
ADMNKHGO_00360	CDS	1344	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
ADMNKHGO_00361	CDS	783	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
ADMNKHGO_00362	CDS	1083	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
ADMNKHGO_00363	CDS	834				IS3 family transposase ISSpn11
ADMNKHGO_00364	CDS	168				hypothetical protein
ADMNKHGO_00365	CDS	213				IS3 family transposase ISSpn11
ADMNKHGO_00366	CDS	462	hmpT		COG4720	Thiamine precursor transporter HmpT
ADMNKHGO_00367	CDS	774	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
ADMNKHGO_00368	CDS	750	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
ADMNKHGO_00369	CDS	1152				hypothetical protein
