locus_tag	ftype	length_bp	gene	EC_number	COG	product
OLAMIPOM_00045	CDS	627	rplC		COG0087	50S ribosomal protein L3
OLAMIPOM_00046	CDS	624	rplD		COG0088	50S ribosomal protein L4
OLAMIPOM_00047	CDS	297	rplW			50S ribosomal protein L23
OLAMIPOM_00048	CDS	834	rplB		COG0090	50S ribosomal protein L2
OLAMIPOM_00049	CDS	282	rpsS		COG0185	30S ribosomal protein S19
OLAMIPOM_00050	CDS	345	rplV		COG0091	50S ribosomal protein L22
OLAMIPOM_00051	CDS	654	rpsC		COG0092	30S ribosomal protein S3
OLAMIPOM_00052	CDS	414	rplP		COG0197	50S ribosomal protein L16
OLAMIPOM_00053	CDS	207	rpmC		COG0255	50S ribosomal protein L29
OLAMIPOM_00054	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
OLAMIPOM_00055	CDS	369	rplN		COG0093	50S ribosomal protein L14
OLAMIPOM_00056	CDS	306	rplX		COG0198	50S ribosomal protein L24
OLAMIPOM_00057	CDS	543	rplE		COG0094	50S ribosomal protein L5
OLAMIPOM_00058	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
OLAMIPOM_00059	CDS	399	rpsH			30S ribosomal protein S8
OLAMIPOM_00060	CDS	537	rplF		COG0097	50S ribosomal protein L6
OLAMIPOM_00061	CDS	357	rplR		COG0256	50S ribosomal protein L18
OLAMIPOM_00062	CDS	495	rpsE			30S ribosomal protein S5
OLAMIPOM_00063	CDS	183	rpmD		COG1841	50S ribosomal protein L30
OLAMIPOM_00064	CDS	441	rplO			50S ribosomal protein L15
OLAMIPOM_00065	CDS	1311	secY			Protein translocase subunit SecY
OLAMIPOM_00066	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
OLAMIPOM_00067	CDS	219	infA		COG0361	Translation initiation factor IF-1
OLAMIPOM_00068	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
OLAMIPOM_00069	CDS	366	rpsM		COG0099	30S ribosomal protein S13
OLAMIPOM_00070	CDS	384	rpsK			30S ribosomal protein S11
OLAMIPOM_00071	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
OLAMIPOM_00072	CDS	387	rplQ		COG0203	50S ribosomal protein L17
OLAMIPOM_00073	CDS	267				hypothetical protein
OLAMIPOM_00074	CDS	1338				hypothetical protein
OLAMIPOM_00075	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
OLAMIPOM_00076	CDS	414				hypothetical protein
OLAMIPOM_00077	CDS	603				hypothetical protein
OLAMIPOM_00078	CDS	345				hypothetical protein
OLAMIPOM_00079	CDS	267				hypothetical protein
OLAMIPOM_00080	CDS	660	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
OLAMIPOM_00081	CDS	366				hypothetical protein
OLAMIPOM_00082	CDS	195				hypothetical protein
OLAMIPOM_00083	CDS	102				hypothetical protein
OLAMIPOM_00084	CDS	777	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
OLAMIPOM_00085	CDS	747	srlR_1		COG1349	Glucitol operon repressor
OLAMIPOM_00086	CDS	981	sorC_1		COG2390	Sorbitol operon regulator
OLAMIPOM_00087	CDS	321	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
OLAMIPOM_00088	CDS	309	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
OLAMIPOM_00089	CDS	1299	licC_1		COG1455	Lichenan permease IIC component
OLAMIPOM_00090	CDS	2439	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
OLAMIPOM_00091	CDS	669	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
OLAMIPOM_00092	CDS	1089	gldA	1.1.1.6		Glycerol dehydrogenase
OLAMIPOM_00093	CDS	2502	leuS	6.1.1.4		Leucine--tRNA ligase
OLAMIPOM_00094	CDS	696				hypothetical protein
OLAMIPOM_00095	CDS	417				hypothetical protein
OLAMIPOM_00096	CDS	972	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
OLAMIPOM_00097	CDS	573				hypothetical protein
OLAMIPOM_00098	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
OLAMIPOM_00099	CDS	804				hypothetical protein
OLAMIPOM_00100	CDS	1260		3.4.24.-		Putative zinc metalloprotease
OLAMIPOM_00101	CDS	1854	proS	6.1.1.15	COG0442	Proline--tRNA ligase
OLAMIPOM_00102	CDS	1380	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
OLAMIPOM_00103	CDS	1809	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
OLAMIPOM_00104	CDS	1050	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
OLAMIPOM_00105	CDS	3798	glgX_1	3.2.1.196		Glycogen debranching enzyme
OLAMIPOM_00106	CDS	414	rpsL		COG0048	30S ribosomal protein S12
OLAMIPOM_00107	CDS	471	rpsG		COG0049	30S ribosomal protein S7
OLAMIPOM_00108	CDS	2082	fus			Elongation factor G
OLAMIPOM_00109	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
OLAMIPOM_00110	CDS	264				hypothetical protein
OLAMIPOM_00111	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
OLAMIPOM_00112	CDS	153				hypothetical protein
OLAMIPOM_00113	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
OLAMIPOM_00114	CDS	231				hypothetical protein
OLAMIPOM_00115	CDS	723	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
OLAMIPOM_00116	CDS	1335	pepC	3.4.22.40	COG3579	Aminopeptidase C
OLAMIPOM_00117	CDS	912	manZ_1		COG3716	PTS system mannose-specific EIID component
OLAMIPOM_00118	CDS	804	sorA		COG3715	PTS system sorbose-specific EIIC component
OLAMIPOM_00119	CDS	990	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
OLAMIPOM_00120	CDS	1020	adhA	1.1.1.1		Alcohol dehydrogenase 1
OLAMIPOM_00121	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
OLAMIPOM_00122	CDS	1419	adeQ		COG2252	Adenine permease AdeQ
OLAMIPOM_00123	CDS	708				hypothetical protein
OLAMIPOM_00124	CDS	951	sulA	2.5.1.15	COG0294	Dihydropteroate synthase
OLAMIPOM_00125	CDS	1323	fpgS_2	6.3.2.17		Folylpolyglutamate synthase
OLAMIPOM_00126	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
OLAMIPOM_00127	CDS	813	sulD		COG0801	Bifunctional folate synthesis protein
OLAMIPOM_00128	CDS	318				hypothetical protein
OLAMIPOM_00129	CDS	447	rplM			50S ribosomal protein L13
OLAMIPOM_00130	CDS	393	rpsI		COG0103	30S ribosomal protein S9
OLAMIPOM_00131	CDS	423	xerC_1			Tyrosine recombinase XerC
OLAMIPOM_00132	CDS	177				hypothetical protein
OLAMIPOM_00133	CDS	126				hypothetical protein
OLAMIPOM_00134	CDS	2214				hypothetical protein
OLAMIPOM_00135	CDS	477	bsaA			Glutathione peroxidase BsaA
OLAMIPOM_00136	CDS	3204		4.2.2.1		Hyaluronate lyase
OLAMIPOM_00137	CDS	216				IS200/IS605 family transposase ISStin10
OLAMIPOM_00138	CDS	630	kdgA		COG0800	KHG/KDPG aldolase
OLAMIPOM_00139	CDS	1002	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
OLAMIPOM_00140	CDS	642				hypothetical protein
OLAMIPOM_00141	CDS	816	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
OLAMIPOM_00142	CDS	435				hypothetical protein
OLAMIPOM_00143	CDS	1191	ugl	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
OLAMIPOM_00144	CDS	492	levE_1	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
OLAMIPOM_00145	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
OLAMIPOM_00146	CDS	819	manZ_2		COG3716	PTS system mannose-specific EIID component
OLAMIPOM_00147	CDS	294				hypothetical protein
OLAMIPOM_00148	CDS	1902				hypothetical protein
OLAMIPOM_00149	CDS	1002	kdgR		COG1609	HTH-type transcriptional regulator KdgR
OLAMIPOM_00150	CDS	336				hypothetical protein
OLAMIPOM_00151	CDS	243				hypothetical protein
OLAMIPOM_00152	CDS	195				hypothetical protein
OLAMIPOM_00153	CDS	951	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
OLAMIPOM_00154	CDS	318	ftsL			Cell division protein FtsL
OLAMIPOM_00155	CDS	2253	pbpX		COG0768	Penicillin-binding protein 2X
OLAMIPOM_00156	CDS	981	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
OLAMIPOM_00157	CDS	2106	clpC_1			putative ATP-dependent Clp protease ATP-binding subunit
OLAMIPOM_00158	CDS	351				hypothetical protein
OLAMIPOM_00159	CDS	483	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
OLAMIPOM_00160	CDS	1485				hypothetical protein
OLAMIPOM_00161	CDS	1608	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
OLAMIPOM_00162	CDS	282				IS630 family transposase IS630-Spn1
OLAMIPOM_00163	CDS	330				IS630 family transposase IS630-Spn1
OLAMIPOM_00164	CDS	1446	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
OLAMIPOM_00165	CDS	732	cpsB	3.1.3.48	COG4464	Tyrosine-protein phosphatase CpsB
OLAMIPOM_00166	CDS	693	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
OLAMIPOM_00167	CDS	684	cpsD	2.7.10.2		Tyrosine-protein kinase CpsD
OLAMIPOM_00168	CDS	636	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
OLAMIPOM_00169	CDS	795				hypothetical protein
OLAMIPOM_00170	CDS	1251				hypothetical protein
OLAMIPOM_00171	CDS	906				hypothetical protein
OLAMIPOM_00172	CDS	1086	gtfA_1	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
OLAMIPOM_00173	CDS	1005	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
OLAMIPOM_00174	CDS	954	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
OLAMIPOM_00175	CDS	957				hypothetical protein
OLAMIPOM_00176	CDS	1413	rfbX		COG2244	Putative O-antigen transporter
OLAMIPOM_00177	CDS	1101	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
OLAMIPOM_00178	CDS	1983	sarA_1		COG4166	Oligopeptide-binding protein SarA
OLAMIPOM_00179	CDS	5310		3.2.1.97		Endo-alpha-N-acetylgalactosaminidase
OLAMIPOM_00180	CDS	2160	ponA		COG0744	Penicillin-binding protein 1A
OLAMIPOM_00181	CDS	597	recU	3.1.22.4	COG3331	Holliday junction resolvase RecU
OLAMIPOM_00182	CDS	528				hypothetical protein
OLAMIPOM_00183	CDS	330	gpsB		COG3599	Cell cycle protein GpsB
OLAMIPOM_00184	CDS	1158	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
OLAMIPOM_00185	CDS	1395	mapZ			Mid-cell-anchored protein Z
OLAMIPOM_00186	CDS	1425	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
OLAMIPOM_00187	CDS	690	arlR_1		COG0745	Response regulator ArlR
OLAMIPOM_00188	CDS	1017				hypothetical protein
OLAMIPOM_00189	CDS	1233				hypothetical protein
OLAMIPOM_00190	CDS	588				hypothetical protein
OLAMIPOM_00191	CDS	330				hypothetical protein
OLAMIPOM_00192	CDS	879	galK_1	2.7.1.6		Galactokinase
OLAMIPOM_00193	CDS	954				hypothetical protein
OLAMIPOM_00194	CDS	1008		2.7.4.2		Phosphomevalonate kinase
OLAMIPOM_00195	CDS	1011	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
OLAMIPOM_00196	CDS	699	liaF		COG4758	Protein LiaF
OLAMIPOM_00197	CDS	996				hypothetical protein
OLAMIPOM_00198	CDS	633	liaR		COG2197	Transcriptional regulatory protein LiaR
OLAMIPOM_00199	CDS	240				hypothetical protein
OLAMIPOM_00200	CDS	906				hypothetical protein
OLAMIPOM_00201	CDS	426				hypothetical protein
OLAMIPOM_00202	CDS	480				hypothetical protein
OLAMIPOM_00203	CDS	186				IS3 family transposase ISSpn11
OLAMIPOM_00204	CDS	231				hypothetical protein
OLAMIPOM_00205	CDS	273				IS3 family transposase ISSpn11
OLAMIPOM_00206	CDS	150				hypothetical protein
OLAMIPOM_00207	CDS	270				hypothetical protein
OLAMIPOM_00208	CDS	1758				hypothetical protein
OLAMIPOM_00209	CDS	1956	mtlR			Transcriptional regulator MtlR
OLAMIPOM_00210	CDS	438	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
OLAMIPOM_00211	CDS	1137	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
OLAMIPOM_00212	CDS	1284	tig	5.2.1.8	COG0544	Trigger factor
OLAMIPOM_00213	CDS	2367	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
OLAMIPOM_00214	CDS	615	spsB	3.4.21.89		Signal peptidase IB
OLAMIPOM_00215	CDS	882	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
OLAMIPOM_00216	CDS	303				hypothetical protein
OLAMIPOM_00217	CDS	549				hypothetical protein
OLAMIPOM_00218	CDS	2337	mutS2	3.1.-.-		Endonuclease MutS2
OLAMIPOM_00219	CDS	1323	alsT		COG1115	Amino-acid carrier protein AlsT
OLAMIPOM_00220	CDS	549				hypothetical protein
OLAMIPOM_00221	CDS	900				hypothetical protein
OLAMIPOM_00222	CDS	1275	serS	6.1.1.11		Serine--tRNA ligase
OLAMIPOM_00223	CDS	372				hypothetical protein
OLAMIPOM_00224	CDS	1365	yclM	2.7.2.4	COG0527	Aspartokinase 3
OLAMIPOM_00225	CDS	786	fabM	5.3.3.14	COG1024	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
OLAMIPOM_00226	CDS	435				hypothetical protein
OLAMIPOM_00227	CDS	975	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
OLAMIPOM_00228	CDS	225	acpA		COG0236	Acyl carrier protein
OLAMIPOM_00229	CDS	975		1.6.5.11	COG2070	NADH:quinone reductase
OLAMIPOM_00230	CDS	921	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
OLAMIPOM_00231	CDS	732	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OLAMIPOM_00232	CDS	1236	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
OLAMIPOM_00233	CDS	486	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
OLAMIPOM_00234	CDS	423	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
OLAMIPOM_00235	CDS	1368	accC	6.3.4.14	COG0439	Biotin carboxylase
OLAMIPOM_00236	CDS	867	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
OLAMIPOM_00237	CDS	768	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
OLAMIPOM_00238	CDS	186				hypothetical protein
OLAMIPOM_00239	CDS	435				hypothetical protein
OLAMIPOM_00240	CDS	423	nusB		COG0781	Transcription antitermination protein NusB
OLAMIPOM_00241	CDS	390				putative protein
OLAMIPOM_00242	CDS	561	efp			Elongation factor P
OLAMIPOM_00243	CDS	1443	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
OLAMIPOM_00244	CDS	1467	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
OLAMIPOM_00245	CDS	303	gatC_1	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
OLAMIPOM_00246	CDS	1545	prfC			Peptide chain release factor 3
OLAMIPOM_00247	CDS	198	glyE			Glycosyltransferase GlyE
OLAMIPOM_00248	CDS	189	rpmB		COG0227	50S ribosomal protein L28
OLAMIPOM_00249	CDS	366				putative protein
OLAMIPOM_00250	CDS	1668				putative protein
OLAMIPOM_00251	CDS	1701	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
OLAMIPOM_00252	CDS	477	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
OLAMIPOM_00253	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
OLAMIPOM_00254	CDS	237				hypothetical protein
OLAMIPOM_00255	CDS	357				hypothetical protein
OLAMIPOM_00256	CDS	1251	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
OLAMIPOM_00257	CDS	216				hypothetical protein
OLAMIPOM_00258	CDS	741	glnQ_1			Glutamine transport ATP-binding protein GlnQ
OLAMIPOM_00259	CDS	1566				hypothetical protein
OLAMIPOM_00260	CDS	1890				hypothetical protein
OLAMIPOM_00261	CDS	549				hypothetical protein
OLAMIPOM_00262	CDS	123				hypothetical protein
OLAMIPOM_00263	CDS	846	uppP	3.6.1.27		Undecaprenyl-diphosphatase
OLAMIPOM_00264	CDS	1062	dinB	2.7.7.7	COG0389	DNA polymerase IV
OLAMIPOM_00265	CDS	2325	pflB	2.3.1.54		Formate acetyltransferase
OLAMIPOM_00266	CDS	219				hypothetical protein
OLAMIPOM_00267	CDS	285				hypothetical protein
OLAMIPOM_00268	CDS	171				hypothetical protein
OLAMIPOM_00269	CDS	189				hypothetical protein
OLAMIPOM_00270	CDS	225	lacE_1			PTS system lactose-specific EIICB component
OLAMIPOM_00271	CDS	1440	trkG		COG0168	Trk system potassium uptake protein TrkG
OLAMIPOM_00272	CDS	1350	trkA		COG0569	Trk system potassium uptake protein TrkA
OLAMIPOM_00273	CDS	849	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
OLAMIPOM_00274	CDS	549				hypothetical protein
OLAMIPOM_00275	CDS	213				hypothetical protein
OLAMIPOM_00276	CDS	1683	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
OLAMIPOM_00277	CDS	831	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
OLAMIPOM_00278	CDS	504	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
OLAMIPOM_00279	CDS	564	ribU		COG3601	Riboflavin transporter RibU
OLAMIPOM_00280	CDS	651				hypothetical protein
OLAMIPOM_00281	CDS	390				hypothetical protein
OLAMIPOM_00282	CDS	450				hypothetical protein
OLAMIPOM_00283	CDS	588	rpoE			putative DNA-directed RNA polymerase subunit delta
OLAMIPOM_00284	CDS	1608	pyrG	6.3.4.2	COG0504	CTP synthase
OLAMIPOM_00285	CDS	1632				hypothetical protein
OLAMIPOM_00286	CDS	4911				hypothetical protein
OLAMIPOM_00287	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
OLAMIPOM_00288	CDS	528				hypothetical protein
OLAMIPOM_00289	CDS	357	glnR		COG0789	HTH-type transcriptional regulator GlnR
OLAMIPOM_00290	CDS	1347	glnA	6.3.1.2	COG0174	Glutamine synthetase
OLAMIPOM_00291	CDS	150				hypothetical protein
OLAMIPOM_00292	CDS	1173	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
OLAMIPOM_00293	CDS	1275	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
OLAMIPOM_00294	CDS	966	degA		COG1609	HTH-type transcriptional regulator DegA
OLAMIPOM_00295	CDS	1455	scrB	3.2.1.26		Sucrose-6-phosphate hydrolase
OLAMIPOM_00296	CDS	1884				hypothetical protein
OLAMIPOM_00297	CDS	888	gmuE	2.7.1.4	COG1940	Putative fructokinase
OLAMIPOM_00298	CDS	618				hypothetical protein
OLAMIPOM_00299	CDS	894		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
OLAMIPOM_00300	CDS	1200	yhaP		COG1668	putative protein YhaP
OLAMIPOM_00301	CDS	768				hypothetical protein
OLAMIPOM_00302	CDS	696	skfE	7.3.2.3	COG1131	SkfA peptide export ATP-binding protein SkfE
OLAMIPOM_00303	CDS	366	ytrA		COG1725	HTH-type transcriptional repressor YtrA
OLAMIPOM_00304	CDS	474	nrdR		COG1327	Transcriptional repressor NrdR
OLAMIPOM_00305	CDS	1170				hypothetical protein
OLAMIPOM_00306	CDS	897	dnaI		COG1484	Primosomal protein DnaI
OLAMIPOM_00307	CDS	714	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
OLAMIPOM_00308	CDS	1311	der		COG1160	GTPase Der
OLAMIPOM_00309	CDS	345				hypothetical protein
OLAMIPOM_00310	CDS	351				hypothetical protein
OLAMIPOM_00311	CDS	852				hypothetical protein
OLAMIPOM_00312	CDS	393				hypothetical protein
OLAMIPOM_00313	CDS	792				hypothetical protein
OLAMIPOM_00314	CDS	642				hypothetical protein
OLAMIPOM_00315	CDS	651	bcrA_1			Bacitracin transport ATP-binding protein BcrA
OLAMIPOM_00316	CDS	2514	secA		COG0653	Protein translocase subunit SecA
OLAMIPOM_00317	CDS	1032	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
OLAMIPOM_00318	CDS	1032	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
OLAMIPOM_00319	CDS	369	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
OLAMIPOM_00320	CDS	1104	alr	5.1.1.1	COG0787	Alanine racemase
OLAMIPOM_00321	CDS	2016	recG	3.6.4.12		ATP-dependent DNA helicase RecG
OLAMIPOM_00322	CDS	981	axeA	3.1.1.41	COG3458	Cephalosporin-C deacetylase
OLAMIPOM_00323	CDS	228				hypothetical protein
OLAMIPOM_00324	CDS	2913	nanA_1	3.2.1.18	COG4409	Sialidase A
OLAMIPOM_00325	CDS	96				hypothetical protein
OLAMIPOM_00326	CDS	453				hypothetical protein
OLAMIPOM_00327	CDS	1338				hypothetical protein
OLAMIPOM_00328	CDS	885	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
OLAMIPOM_00329	CDS	834	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
OLAMIPOM_00330	CDS	2094	nanB	3.2.1.18	COG4409	Sialidase B
OLAMIPOM_00331	CDS	1104	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
OLAMIPOM_00332	CDS	699	nanE_1	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
OLAMIPOM_00333	CDS	1518	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
OLAMIPOM_00334	CDS	1329				hypothetical protein
OLAMIPOM_00335	CDS	888	lacF_1			Lactose transport system permease protein LacF
OLAMIPOM_00336	CDS	840	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
OLAMIPOM_00337	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
OLAMIPOM_00338	CDS	309				hypothetical protein
OLAMIPOM_00339	CDS	645				hypothetical protein
OLAMIPOM_00340	CDS	918	nanA_2	4.1.3.3	COG0329	N-acetylneuraminate lyase
OLAMIPOM_00341	CDS	885	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
OLAMIPOM_00342	CDS	852	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
OLAMIPOM_00343	CDS	2043	penA		COG0768	Penicillin-binding protein 2B
OLAMIPOM_00344	CDS	597	recR		COG0353	Recombination protein RecR
OLAMIPOM_00345	CDS	1044	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
OLAMIPOM_00346	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
