locus_tag	ftype	length_bp	gene	EC_number	COG	product
DFCDMKEF_00047	CDS	858	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
DFCDMKEF_00048	CDS	969	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
DFCDMKEF_00049	CDS	912	whiA		COG1481	putative cell division protein WhiA
DFCDMKEF_00050	CDS	978			COG0391	Putative gluconeogenesis factor
DFCDMKEF_00051	CDS	891	yvcJ		COG1660	Nucleotide-binding protein YvcJ
DFCDMKEF_00052	CDS	381	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
DFCDMKEF_00053	CDS	588	engB		COG0218	putative GTP-binding protein EngB
DFCDMKEF_00054	CDS	1233	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
DFCDMKEF_00055	CDS	171				hypothetical protein
DFCDMKEF_00056	CDS	507	dhfR	1.5.1.3	COG0262	Dihydrofolate reductase
DFCDMKEF_00057	CDS	519	dps	1.16.-.-	COG0783	DNA protection during starvation protein
DFCDMKEF_00058	CDS	1473				hypothetical protein
DFCDMKEF_00059	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
DFCDMKEF_00060	CDS	678	dnaD		COG3935	DNA replication protein DnaD
DFCDMKEF_00061	CDS	945	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
DFCDMKEF_00062	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
DFCDMKEF_00063	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DFCDMKEF_00064	CDS	1131	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
DFCDMKEF_00065	tRNA	88				tRNA-Leu(aag)
DFCDMKEF_00066	CDS	576				hypothetical protein
DFCDMKEF_00067	CDS	789	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
DFCDMKEF_00068	CDS	1575	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
DFCDMKEF_00069	CDS	1227				L-lactate transporter
DFCDMKEF_00070	CDS	1317	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
DFCDMKEF_00071	CDS	1344	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
DFCDMKEF_00072	CDS	783	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
DFCDMKEF_00073	CDS	1083	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
DFCDMKEF_00074	CDS	462	hmpT		COG4720	Thiamine precursor transporter HmpT
DFCDMKEF_00075	CDS	570	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
DFCDMKEF_00076	CDS	171				hypothetical protein
DFCDMKEF_00077	CDS	1218	entS			Enterobactin exporter EntS
DFCDMKEF_00078	CDS	1464	msr(D)			ABC-F type ribosomal protection protein Msr(D)
DFCDMKEF_00079	CDS	300				hypothetical protein
DFCDMKEF_00080	CDS	369				hypothetical protein
DFCDMKEF_00081	CDS	336				hypothetical protein
DFCDMKEF_00082	CDS	246				hypothetical protein
DFCDMKEF_00083	CDS	189				hypothetical protein
DFCDMKEF_00084	CDS	264				hypothetical protein
DFCDMKEF_00085	CDS	750	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
DFCDMKEF_00086	CDS	1152				hypothetical protein
DFCDMKEF_00087	CDS	630				hypothetical protein
DFCDMKEF_00088	CDS	339				hypothetical protein
DFCDMKEF_00089	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
DFCDMKEF_00090	CDS	477				hypothetical protein
DFCDMKEF_00091	CDS	213				hypothetical protein
DFCDMKEF_00092	CDS	972	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
DFCDMKEF_00093	CDS	1020	lnpD	5.1.3.2		UDP-glucose 4-epimerase
DFCDMKEF_00094	CDS	1104	thiO	1.4.3.19		Glycine oxidase
DFCDMKEF_00095	CDS	798			COG0327	GTP cyclohydrolase 1 type 2 
DFCDMKEF_00096	CDS	678	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
DFCDMKEF_00097	CDS	2337	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
DFCDMKEF_00098	CDS	750	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
DFCDMKEF_00099	CDS	615				hypothetical protein
DFCDMKEF_00100	CDS	270	rpsO		COG0184	30S ribosomal protein S15
DFCDMKEF_00101	CDS	492				hypothetical protein
DFCDMKEF_00102	CDS	324				hypothetical protein
DFCDMKEF_00103	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
DFCDMKEF_00104	CDS	975	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
DFCDMKEF_00105	CDS	678	graR		COG0745	Response regulator protein GraR
DFCDMKEF_00106	CDS	1074				hypothetical protein
DFCDMKEF_00107	CDS	303				hypothetical protein
DFCDMKEF_00108	CDS	438	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
DFCDMKEF_00109	CDS	843				hypothetical protein
DFCDMKEF_00110	CDS	651	dtxR			Diphtheria toxin repressor
DFCDMKEF_00111	CDS	678				hypothetical protein
DFCDMKEF_00112	CDS	414				hypothetical protein
DFCDMKEF_00113	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
DFCDMKEF_00114	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
DFCDMKEF_00115	CDS	630		3.-.-.-		putative metallo-hydrolase
DFCDMKEF_00116	CDS	1893	pepO	3.4.24.-	COG3590	Neutral endopeptidase
DFCDMKEF_00117	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
DFCDMKEF_00118	CDS	849	mntB			Manganese transport system membrane protein MntB
DFCDMKEF_00119	CDS	930	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
DFCDMKEF_00120	CDS	492	tpx	1.11.1.15	COG2077	Thiol peroxidase
DFCDMKEF_00121	CDS	2709				hypothetical protein
DFCDMKEF_00122	CDS	702			COG1136	putative ABC transporter ATP-binding protein
DFCDMKEF_00123	CDS	2412				hypothetical protein
DFCDMKEF_00124	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
DFCDMKEF_00125	CDS	189				hypothetical protein
DFCDMKEF_00126	CDS	363				hypothetical protein
DFCDMKEF_00127	CDS	2793	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
DFCDMKEF_00128	CDS	789	divIVA		COG3599	Cell division protein DivIVA
DFCDMKEF_00129	CDS	786				hypothetical protein
DFCDMKEF_00130	CDS	264				hypothetical protein
DFCDMKEF_00131	CDS	540	sepF		COG1799	Cell division protein SepF
DFCDMKEF_00132	CDS	672			COG0325	Pyridoxal phosphate homeostasis protein
DFCDMKEF_00133	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
DFCDMKEF_00134	CDS	1374	ftsA		COG0849	Cell division protein FtsA
DFCDMKEF_00135	CDS	705				hypothetical protein
DFCDMKEF_00136	CDS	612				hypothetical protein
DFCDMKEF_00137	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
DFCDMKEF_00138	CDS	1044	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
DFCDMKEF_00139	CDS	597	recR		COG0353	Recombination protein RecR
DFCDMKEF_00140	CDS	2043	penA		COG0768	Penicillin-binding protein 2B
DFCDMKEF_00141	CDS	852	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
DFCDMKEF_00142	CDS	885	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
DFCDMKEF_00143	CDS	918	nanA_1	4.1.3.3	COG0329	N-acetylneuraminate lyase
DFCDMKEF_00144	CDS	645				hypothetical protein
DFCDMKEF_00145	CDS	345				hypothetical protein
DFCDMKEF_00146	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
DFCDMKEF_00147	CDS	840	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
DFCDMKEF_00148	CDS	888	lacF_1			Lactose transport system permease protein LacF
DFCDMKEF_00149	CDS	1329				hypothetical protein
DFCDMKEF_00150	CDS	1518	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
DFCDMKEF_00151	CDS	699	nanE_1	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
DFCDMKEF_00152	CDS	1104	yjhC_1	1.-.-.-	COG0673	putative oxidoreductase YjhC
DFCDMKEF_00153	CDS	2094	nanB_1	3.2.1.18	COG4409	Sialidase B
DFCDMKEF_00154	CDS	834	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
DFCDMKEF_00155	CDS	885	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
DFCDMKEF_00156	CDS	1338				hypothetical protein
DFCDMKEF_00157	CDS	453				hypothetical protein
DFCDMKEF_00158	CDS	96				hypothetical protein
DFCDMKEF_00159	CDS	2898	nanA_2	3.2.1.18	COG4409	Sialidase A
DFCDMKEF_00160	CDS	228				hypothetical protein
DFCDMKEF_00161	CDS	981	axeA	3.1.1.41	COG3458	Cephalosporin-C deacetylase
DFCDMKEF_00162	CDS	2016	recG	3.6.4.12		ATP-dependent DNA helicase RecG
DFCDMKEF_00163	CDS	1104	alr	5.1.1.1	COG0787	Alanine racemase
DFCDMKEF_00164	CDS	369	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
DFCDMKEF_00165	CDS	1032	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
DFCDMKEF_00166	CDS	1032	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
DFCDMKEF_00167	CDS	2514	secA		COG0653	Protein translocase subunit SecA
DFCDMKEF_00168	CDS	288				hypothetical protein
DFCDMKEF_00169	CDS	651	bcrA_1			Bacitracin transport ATP-binding protein BcrA
DFCDMKEF_00170	CDS	642				hypothetical protein
DFCDMKEF_00171	CDS	792				hypothetical protein
DFCDMKEF_00172	CDS	336				hypothetical protein
DFCDMKEF_00173	CDS	336				hypothetical protein
DFCDMKEF_00174	CDS	1311	der		COG1160	GTPase Der
DFCDMKEF_00175	CDS	714	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
DFCDMKEF_00176	CDS	897	dnaI		COG1484	Primosomal protein DnaI
DFCDMKEF_00177	CDS	1170				hypothetical protein
DFCDMKEF_00178	CDS	474	nrdR		COG1327	Transcriptional repressor NrdR
DFCDMKEF_00179	CDS	366	ytrA		COG1725	HTH-type transcriptional repressor YtrA
DFCDMKEF_00180	CDS	696	skfE	7.3.2.3	COG1131	SkfA peptide export ATP-binding protein SkfE
DFCDMKEF_00181	CDS	768				hypothetical protein
DFCDMKEF_00182	CDS	1200	yhaP		COG1668	putative protein YhaP
DFCDMKEF_00183	CDS	894		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
DFCDMKEF_00184	CDS	618				hypothetical protein
DFCDMKEF_00185	CDS	888	gmuE	2.7.1.4	COG1940	Putative fructokinase
DFCDMKEF_00186	CDS	1884				hypothetical protein
DFCDMKEF_00187	CDS	1455	scrB	3.2.1.26		Sucrose-6-phosphate hydrolase
DFCDMKEF_00188	CDS	966	degA_1		COG1609	HTH-type transcriptional regulator DegA
DFCDMKEF_00189	CDS	1275	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
DFCDMKEF_00190	CDS	1173	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
DFCDMKEF_00191	CDS	1980				hypothetical protein
DFCDMKEF_00192	CDS	186				hypothetical protein
DFCDMKEF_00193	CDS	294				hypothetical protein
DFCDMKEF_00194	CDS	267				IS630 family transposase ISSpn2
DFCDMKEF_00195	CDS	159				hypothetical protein
DFCDMKEF_00196	CDS	1983	sarA_2		COG4166	Oligopeptide-binding protein SarA
DFCDMKEF_00197	CDS	5319		3.2.1.97		Endo-alpha-N-acetylgalactosaminidase
DFCDMKEF_00198	CDS	2160	pbpA		COG0744	Penicillin-binding protein 1A
DFCDMKEF_00199	CDS	597	recU	3.1.22.4	COG3331	Holliday junction resolvase RecU
DFCDMKEF_00200	CDS	528				hypothetical protein
DFCDMKEF_00201	CDS	330	gpsB		COG3599	Cell cycle protein GpsB
DFCDMKEF_00202	CDS	1158	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
DFCDMKEF_00203	CDS	1395	mapZ			Mid-cell-anchored protein Z
DFCDMKEF_00204	CDS	1425	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
DFCDMKEF_00205	CDS	690	arlR_1		COG0745	Response regulator ArlR
DFCDMKEF_00206	CDS	897				hypothetical protein
DFCDMKEF_00207	CDS	1233				hypothetical protein
DFCDMKEF_00208	CDS	558				hypothetical protein
DFCDMKEF_00209	CDS	330				hypothetical protein
DFCDMKEF_00210	CDS	879	galK_1	2.7.1.6		Galactokinase
DFCDMKEF_00211	CDS	954				hypothetical protein
DFCDMKEF_00212	CDS	1008		2.7.4.2		Phosphomevalonate kinase
DFCDMKEF_00213	CDS	1011	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
DFCDMKEF_00214	CDS	699	liaF		COG4758	Protein LiaF
DFCDMKEF_00215	CDS	996				hypothetical protein
DFCDMKEF_00216	CDS	633	liaR		COG2197	Transcriptional regulatory protein LiaR
DFCDMKEF_00217	CDS	240				hypothetical protein
DFCDMKEF_00218	CDS	906				hypothetical protein
DFCDMKEF_00219	CDS	426				hypothetical protein
DFCDMKEF_00220	CDS	480				hypothetical protein
DFCDMKEF_00221	CDS	186				IS3 family transposase ISSpn11
DFCDMKEF_00222	CDS	231				hypothetical protein
DFCDMKEF_00223	CDS	273				IS3 family transposase ISSpn11
DFCDMKEF_00224	CDS	573				hypothetical protein
DFCDMKEF_00225	CDS	1758				hypothetical protein
DFCDMKEF_00226	CDS	1956	mtlR			Transcriptional regulator MtlR
DFCDMKEF_00227	CDS	438	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
DFCDMKEF_00228	CDS	1137	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
DFCDMKEF_00229	CDS	1284	tig	5.2.1.8	COG0544	Trigger factor
DFCDMKEF_00230	CDS	2367	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
DFCDMKEF_00231	CDS	615	spsB	3.4.21.89		Signal peptidase IB
DFCDMKEF_00232	CDS	882	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
DFCDMKEF_00233	CDS	303				hypothetical protein
DFCDMKEF_00234	CDS	549				hypothetical protein
DFCDMKEF_00235	CDS	2337	mutS2	3.1.-.-		Endonuclease MutS2
DFCDMKEF_00236	CDS	1323	alsT		COG1115	Amino-acid carrier protein AlsT
DFCDMKEF_00237	CDS	549				hypothetical protein
DFCDMKEF_00238	CDS	900				hypothetical protein
DFCDMKEF_00239	CDS	1275	serS	6.1.1.11		Serine--tRNA ligase
DFCDMKEF_00240	CDS	372				hypothetical protein
DFCDMKEF_00241	CDS	1365	yclM	2.7.2.4	COG0527	Aspartokinase 3
DFCDMKEF_00242	CDS	786	fabM	5.3.3.14	COG1024	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
DFCDMKEF_00243	CDS	435				hypothetical protein
DFCDMKEF_00244	CDS	975	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
DFCDMKEF_00245	CDS	225	acpA		COG0236	Acyl carrier protein
DFCDMKEF_00246	CDS	975		1.6.5.11	COG2070	NADH:quinone reductase
DFCDMKEF_00247	CDS	921	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
DFCDMKEF_00248	CDS	732	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DFCDMKEF_00249	CDS	1236	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
DFCDMKEF_00250	CDS	486	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
DFCDMKEF_00251	CDS	423	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
DFCDMKEF_00252	CDS	1368	accC	6.3.4.14	COG0439	Biotin carboxylase
DFCDMKEF_00253	CDS	867	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
DFCDMKEF_00254	CDS	768	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
DFCDMKEF_00255	CDS	186				hypothetical protein
DFCDMKEF_00256	CDS	435				hypothetical protein
DFCDMKEF_00257	CDS	423	nusB		COG0781	Transcription antitermination protein NusB
DFCDMKEF_00258	CDS	390				putative protein
DFCDMKEF_00259	CDS	561	efp			Elongation factor P
DFCDMKEF_00260	CDS	1443	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
DFCDMKEF_00261	CDS	1467	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
DFCDMKEF_00262	CDS	303	gatC_1	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
DFCDMKEF_00263	CDS	1545	prfC			Peptide chain release factor 3
DFCDMKEF_00264	CDS	189	rpmB		COG0227	50S ribosomal protein L28
DFCDMKEF_00265	CDS	366				putative protein
DFCDMKEF_00266	CDS	1668				putative protein
DFCDMKEF_00267	CDS	1293				ISL3 family transposaseA
DFCDMKEF_00268	CDS	1701	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
DFCDMKEF_00269	CDS	477	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
DFCDMKEF_00270	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
DFCDMKEF_00271	CDS	237				hypothetical protein
DFCDMKEF_00272	CDS	357				hypothetical protein
DFCDMKEF_00273	CDS	1251	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
DFCDMKEF_00274	CDS	216				hypothetical protein
DFCDMKEF_00275	CDS	765	glnQ_1			Glutamine transport ATP-binding protein GlnQ
DFCDMKEF_00276	CDS	1566				hypothetical protein
DFCDMKEF_00277	CDS	1890				hypothetical protein
DFCDMKEF_00278	CDS	774				hypothetical protein
DFCDMKEF_00279	CDS	123				hypothetical protein
DFCDMKEF_00280	CDS	846	uppP	3.6.1.27		Undecaprenyl-diphosphatase
DFCDMKEF_00281	CDS	1062	dinB	2.7.7.7	COG0389	DNA polymerase IV
DFCDMKEF_00282	CDS	2325	pflB	2.3.1.54		Formate acetyltransferase
DFCDMKEF_00283	CDS	219				hypothetical protein
DFCDMKEF_00284	CDS	285				hypothetical protein
DFCDMKEF_00285	CDS	171				hypothetical protein
DFCDMKEF_00286	CDS	1224	nagC_1		COG1940	N-acetylglucosamine repressor
DFCDMKEF_00287	CDS	1323	licC_1		COG1455	Lichenan permease IIC component
DFCDMKEF_00288	CDS	1887				hypothetical protein
DFCDMKEF_00289	CDS	345	lacF_2		COG1447	PTS system lactose-specific EIIA component
DFCDMKEF_00290	CDS	1413	lacG_1	3.2.1.85		6-phospho-beta-galactosidase
DFCDMKEF_00291	CDS	1680	lacE_1			PTS system lactose-specific EIICB component
DFCDMKEF_00292	CDS	1440	trkG		COG0168	Trk system potassium uptake protein TrkG
DFCDMKEF_00293	CDS	1350	trkA		COG0569	Trk system potassium uptake protein TrkA
DFCDMKEF_00294	CDS	849	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
DFCDMKEF_00295	CDS	549				hypothetical protein
DFCDMKEF_00296	CDS	213				hypothetical protein
DFCDMKEF_00297	CDS	1683	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
DFCDMKEF_00298	CDS	831	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
DFCDMKEF_00299	CDS	504	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
DFCDMKEF_00300	CDS	564	ribU		COG3601	Riboflavin transporter RibU
DFCDMKEF_00301	CDS	651				hypothetical protein
DFCDMKEF_00302	CDS	390				hypothetical protein
DFCDMKEF_00303	CDS	450				hypothetical protein
DFCDMKEF_00304	CDS	588	rpoE			putative DNA-directed RNA polymerase subunit delta
DFCDMKEF_00305	CDS	1608	pyrG	6.3.4.2	COG0504	CTP synthase
DFCDMKEF_00306	CDS	1632				hypothetical protein
DFCDMKEF_00307	CDS	4980				hypothetical protein
DFCDMKEF_00308	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
DFCDMKEF_00309	CDS	528				hypothetical protein
DFCDMKEF_00310	CDS	357	glnR		COG0789	HTH-type transcriptional regulator GlnR
DFCDMKEF_00311	CDS	1347	glnA	6.3.1.2	COG0174	Glutamine synthetase
DFCDMKEF_00312	CDS	150				hypothetical protein
DFCDMKEF_00313	CDS	1281				hypothetical protein
DFCDMKEF_00314	CDS	798	xerC_1			Tyrosine recombinase XerC
DFCDMKEF_00315	CDS	300				hypothetical protein
DFCDMKEF_00316	CDS	1566				hypothetical protein
DFCDMKEF_00317	CDS	1464		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
DFCDMKEF_00318	CDS	2334				hypothetical protein
DFCDMKEF_00319	CDS	201				hypothetical protein
DFCDMKEF_00320	CDS	510				hypothetical protein
DFCDMKEF_00321	CDS	1035	hrcA		COG1420	Heat-inducible transcription repressor HrcA
DFCDMKEF_00322	CDS	525	grpE		COG0576	Protein GrpE
DFCDMKEF_00323	CDS	1824	dnaK			Chaperone protein DnaK
DFCDMKEF_00324	CDS	1137	dnaJ		COG0484	Chaperone protein DnaJ
DFCDMKEF_00325	CDS	288				hypothetical protein
DFCDMKEF_00326	CDS	411	hit		COG0537	Protein hit
DFCDMKEF_00327	CDS	732	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
DFCDMKEF_00328	CDS	1050				hypothetical protein
DFCDMKEF_00329	CDS	330				hypothetical protein
DFCDMKEF_00330	CDS	339				hypothetical protein
DFCDMKEF_00331	CDS	738	agrA_1		COG3279	Accessory gene regulator protein A
DFCDMKEF_00332	CDS	1341				hypothetical protein
DFCDMKEF_00333	CDS	129				hypothetical protein
DFCDMKEF_00334	CDS	492	lcnD_1			Lactococcin A secretion protein LcnD
DFCDMKEF_00335	CDS	738	lcnD_2			Lactococcin A secretion protein LcnD
DFCDMKEF_00336	CDS	2154	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
DFCDMKEF_00337	CDS	204				hypothetical protein
DFCDMKEF_00338	CDS	204				hypothetical protein
DFCDMKEF_00339	CDS	165				hypothetical protein
DFCDMKEF_00340	CDS	207				hypothetical protein
DFCDMKEF_00341	CDS	279				hypothetical protein
DFCDMKEF_00342	CDS	2130				hypothetical protein
DFCDMKEF_00343	CDS	1122	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
DFCDMKEF_00344	CDS	456				hypothetical protein
DFCDMKEF_00345	CDS	1914	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
DFCDMKEF_00346	CDS	1680	rnj1	3.1.-.-		Ribonuclease J 1
DFCDMKEF_00347	CDS	234				hypothetical protein
DFCDMKEF_00348	CDS	108				hypothetical protein
DFCDMKEF_00349	CDS	153				hypothetical protein
DFCDMKEF_00350	CDS	186				hypothetical protein
DFCDMKEF_00351	CDS	684	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
