locus_tag	ftype	length_bp	gene	EC_number	COG	product
MJIIAAFK_00041	CDS	1518	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
MJIIAAFK_00042	CDS	1329				hypothetical protein
MJIIAAFK_00043	CDS	888	lacF_1			Lactose transport system permease protein LacF
MJIIAAFK_00044	CDS	840	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
MJIIAAFK_00045	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
MJIIAAFK_00046	CDS	345				hypothetical protein
MJIIAAFK_00047	CDS	645				hypothetical protein
MJIIAAFK_00048	CDS	918	nanA_2	4.1.3.3	COG0329	N-acetylneuraminate lyase
MJIIAAFK_00049	CDS	885	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
MJIIAAFK_00050	CDS	852	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
MJIIAAFK_00051	CDS	2043	penA		COG0768	Penicillin-binding protein 2B
MJIIAAFK_00052	CDS	597	recR		COG0353	Recombination protein RecR
MJIIAAFK_00053	CDS	1044	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
MJIIAAFK_00054	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
MJIIAAFK_00055	CDS	612				hypothetical protein
MJIIAAFK_00056	CDS	705				hypothetical protein
MJIIAAFK_00057	CDS	1374	ftsA		COG0849	Cell division protein FtsA
MJIIAAFK_00058	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
MJIIAAFK_00059	CDS	672			COG0325	Pyridoxal phosphate homeostasis protein
MJIIAAFK_00060	CDS	540	sepF		COG1799	Cell division protein SepF
MJIIAAFK_00061	CDS	264				hypothetical protein
MJIIAAFK_00062	CDS	786				hypothetical protein
MJIIAAFK_00063	CDS	789	divIVA		COG3599	Cell division protein DivIVA
MJIIAAFK_00064	CDS	2793	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MJIIAAFK_00065	CDS	363				hypothetical protein
MJIIAAFK_00066	CDS	189				hypothetical protein
MJIIAAFK_00067	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
MJIIAAFK_00068	CDS	2412				hypothetical protein
MJIIAAFK_00069	CDS	702			COG1136	putative ABC transporter ATP-binding protein
MJIIAAFK_00070	CDS	2709				hypothetical protein
MJIIAAFK_00071	CDS	492	tpx	1.11.1.15	COG2077	Thiol peroxidase
MJIIAAFK_00072	CDS	930	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
MJIIAAFK_00073	CDS	849	mntB			Manganese transport system membrane protein MntB
MJIIAAFK_00074	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
MJIIAAFK_00075	CDS	1893	pepO	3.4.24.-	COG3590	Neutral endopeptidase
MJIIAAFK_00076	CDS	630		3.-.-.-		putative metallo-hydrolase
MJIIAAFK_00077	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
MJIIAAFK_00078	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
MJIIAAFK_00079	CDS	414				hypothetical protein
MJIIAAFK_00080	CDS	678				hypothetical protein
MJIIAAFK_00081	CDS	651	dtxR			Diphtheria toxin repressor
MJIIAAFK_00082	CDS	843				hypothetical protein
MJIIAAFK_00083	CDS	438	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
MJIIAAFK_00084	CDS	303				hypothetical protein
MJIIAAFK_00085	CDS	1074				hypothetical protein
MJIIAAFK_00086	CDS	678	graR		COG0745	Response regulator protein GraR
MJIIAAFK_00087	CDS	975	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
MJIIAAFK_00088	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
MJIIAAFK_00089	CDS	324				hypothetical protein
MJIIAAFK_00090	CDS	492				hypothetical protein
MJIIAAFK_00091	CDS	270	rpsO		COG0184	30S ribosomal protein S15
MJIIAAFK_00092	CDS	615				hypothetical protein
MJIIAAFK_00093	CDS	750	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
MJIIAAFK_00094	CDS	2337	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
MJIIAAFK_00095	CDS	678	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
MJIIAAFK_00096	CDS	798			COG0327	GTP cyclohydrolase 1 type 2 
MJIIAAFK_00097	CDS	1104	thiO	1.4.3.19		Glycine oxidase
MJIIAAFK_00098	CDS	237				hypothetical protein
MJIIAAFK_00099	CDS	1020	lnpD	5.1.3.2		UDP-glucose 4-epimerase
MJIIAAFK_00100	CDS	972	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
MJIIAAFK_00101	CDS	213				hypothetical protein
MJIIAAFK_00102	CDS	477				hypothetical protein
MJIIAAFK_00103	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
MJIIAAFK_00104	CDS	339				hypothetical protein
MJIIAAFK_00105	CDS	630				hypothetical protein
MJIIAAFK_00106	CDS	1152				hypothetical protein
MJIIAAFK_00107	CDS	750	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
MJIIAAFK_00108	CDS	264				hypothetical protein
MJIIAAFK_00109	CDS	189				hypothetical protein
MJIIAAFK_00110	CDS	246				hypothetical protein
MJIIAAFK_00111	CDS	336				hypothetical protein
MJIIAAFK_00112	CDS	369				hypothetical protein
MJIIAAFK_00113	CDS	300				hypothetical protein
MJIIAAFK_00114	CDS	1464	msr(D)			ABC-F type ribosomal protection protein Msr(D)
MJIIAAFK_00115	CDS	1218	entS			Enterobactin exporter EntS
MJIIAAFK_00116	CDS	171				hypothetical protein
MJIIAAFK_00117	CDS	570	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
MJIIAAFK_00118	CDS	462	hmpT		COG4720	Thiamine precursor transporter HmpT
MJIIAAFK_00119	CDS	1083	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
MJIIAAFK_00120	CDS	783	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
MJIIAAFK_00121	CDS	1344	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
MJIIAAFK_00122	CDS	1317	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
MJIIAAFK_00123	CDS	1227				L-lactate transporter
MJIIAAFK_00124	CDS	1575	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
MJIIAAFK_00125	CDS	789	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
MJIIAAFK_00126	CDS	576				hypothetical protein
MJIIAAFK_00127	tRNA	88				tRNA-Leu(aag)
MJIIAAFK_00128	CDS	1131	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
MJIIAAFK_00129	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MJIIAAFK_00130	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
MJIIAAFK_00131	CDS	945	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
MJIIAAFK_00132	CDS	678	dnaD		COG3935	DNA replication protein DnaD
MJIIAAFK_00133	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
MJIIAAFK_00134	CDS	1473				hypothetical protein
MJIIAAFK_00135	CDS	519	dps	1.16.-.-	COG0783	DNA protection during starvation protein
MJIIAAFK_00136	CDS	507	dhfR	1.5.1.3	COG0262	Dihydrofolate reductase
MJIIAAFK_00137	CDS	171				hypothetical protein
MJIIAAFK_00138	CDS	1233	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
MJIIAAFK_00139	CDS	588	engB		COG0218	putative GTP-binding protein EngB
MJIIAAFK_00140	CDS	381	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MJIIAAFK_00141	CDS	891	yvcJ		COG1660	Nucleotide-binding protein YvcJ
MJIIAAFK_00142	CDS	978			COG0391	Putative gluconeogenesis factor
MJIIAAFK_00143	CDS	912	whiA		COG1481	putative cell division protein WhiA
MJIIAAFK_00144	CDS	969	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
MJIIAAFK_00145	CDS	858	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
MJIIAAFK_00146	CDS	780				hypothetical protein
MJIIAAFK_00147	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
MJIIAAFK_00148	CDS	375				hypothetical protein
MJIIAAFK_00149	CDS	849			COG1307	DegV domain-containing protein
MJIIAAFK_00150	CDS	768	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
MJIIAAFK_00151	CDS	1185	cca	2.7.7.72		CCA-adding enzyme
MJIIAAFK_00152	CDS	1872	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
MJIIAAFK_00153	CDS	1185	fieF			Ferrous-iron efflux pump FieF
MJIIAAFK_00154	CDS	2697		7.2.2.10		Calcium-transporting ATPase 1
MJIIAAFK_00155	CDS	792	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
MJIIAAFK_00156	CDS	411	def_1	3.5.1.88		Peptide deformylase
MJIIAAFK_00157	CDS	1596				hypothetical protein
MJIIAAFK_00158	CDS	165				hypothetical protein
MJIIAAFK_00159	CDS	729	yaaA		COG3022	Peroxide stress resistance protein YaaA
MJIIAAFK_00160	CDS	549				hypothetical protein
MJIIAAFK_00161	CDS	432				hypothetical protein
MJIIAAFK_00162	CDS	1188	aspB	2.6.1.14	COG0436	Asparagine--oxo-acid transaminase
MJIIAAFK_00163	CDS	1344	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
MJIIAAFK_00164	CDS	291	rpsF		COG0360	30S ribosomal protein S6
MJIIAAFK_00165	CDS	471	ssb_1		COG0629	Single-stranded DNA-binding protein
MJIIAAFK_00166	CDS	240	rpsR		COG0238	30S ribosomal protein S18
MJIIAAFK_00167	CDS	1401				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
MJIIAAFK_00168	CDS	360	yugI		COG1098	General stress protein 13
MJIIAAFK_00169	CDS	750	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
MJIIAAFK_00170	CDS	300				hypothetical protein
MJIIAAFK_00171	CDS	936	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
MJIIAAFK_00172	CDS	513				hypothetical protein
MJIIAAFK_00173	CDS	591				hypothetical protein
MJIIAAFK_00174	CDS	195				hypothetical protein
MJIIAAFK_00175	CDS	1446	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
MJIIAAFK_00176	CDS	1623	murJ		COG2244	Lipid II flippase MurJ
MJIIAAFK_00177	CDS	1959	sarA_1		COG4166	Oligopeptide-binding protein SarA
MJIIAAFK_00178	CDS	201				hypothetical protein
MJIIAAFK_00179	CDS	294	lmrA_1	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
MJIIAAFK_00180	CDS	540	lmrA_2	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
MJIIAAFK_00181	CDS	546	lmrA_3	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
MJIIAAFK_00182	CDS	1095	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
MJIIAAFK_00183	CDS	1167	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
MJIIAAFK_00184	CDS	3099	rapA	3.6.4.-		RNA polymerase-associated protein RapA
MJIIAAFK_00185	CDS	618				hypothetical protein
MJIIAAFK_00186	CDS	1335	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
MJIIAAFK_00187	CDS	465				hypothetical protein
MJIIAAFK_00188	CDS	495				hypothetical protein
MJIIAAFK_00189	CDS	1656	mltG	4.2.2.-		Endolytic murein transglycosylase
MJIIAAFK_00190	CDS	483	greA			Transcription elongation factor GreA
MJIIAAFK_00191	CDS	429				hypothetical protein
MJIIAAFK_00192	CDS	570			COG2826	IS30 family transposase ISSpn8
MJIIAAFK_00193	CDS	201	atpE_1		COG0636	ATP synthase subunit c
MJIIAAFK_00194	CDS	717	atpB		COG0356	ATP synthase subunit a
MJIIAAFK_00195	CDS	495	atpF		COG0711	ATP synthase subunit b
MJIIAAFK_00196	CDS	537	atpH		COG0712	ATP synthase subunit delta
MJIIAAFK_00197	CDS	1506	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
MJIIAAFK_00198	CDS	879	atpG		COG0224	ATP synthase gamma chain
MJIIAAFK_00199	CDS	1407	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
MJIIAAFK_00200	CDS	420	atpC		COG0355	ATP synthase epsilon chain
MJIIAAFK_00201	CDS	1014	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
MJIIAAFK_00202	CDS	1167			COG0628	Putative transport protein
MJIIAAFK_00203	CDS	1230	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
MJIIAAFK_00204	CDS	642	yecS		COG0765	L-cystine transport system permease protein YecS
MJIIAAFK_00205	CDS	630	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
MJIIAAFK_00206	CDS	837	artP_1		COG0834	Arginine-binding extracellular protein ArtP
MJIIAAFK_00207	CDS	348				hypothetical protein
MJIIAAFK_00208	CDS	1719	pgcA	5.4.2.2		Phosphoglucomutase
MJIIAAFK_00209	CDS	327				hypothetical protein
MJIIAAFK_00210	CDS	534				IS630 family transposase IS630-Spn1
MJIIAAFK_00211	CDS	255				hypothetical protein
MJIIAAFK_00212	CDS	1107				hypothetical protein
MJIIAAFK_00213	CDS	531				hypothetical protein
MJIIAAFK_00214	CDS	870	gla		COG0580	Glycerol facilitator-aquaporin gla
MJIIAAFK_00215	CDS	1197	tuf			Elongation factor Tu
MJIIAAFK_00216	CDS	1083	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
MJIIAAFK_00217	CDS	978	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
MJIIAAFK_00218	CDS	378				hypothetical protein
MJIIAAFK_00219	CDS	1443	pgdA	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
MJIIAAFK_00220	CDS	843	yvgN	1.1.1.-	COG0656	Glyoxal reductase
MJIIAAFK_00221	CDS	762				hypothetical protein
MJIIAAFK_00222	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
MJIIAAFK_00223	CDS	2037	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
MJIIAAFK_00224	CDS	258				hypothetical protein
MJIIAAFK_00225	CDS	1245				hypothetical protein
MJIIAAFK_00226	CDS	606	urdA	1.3.99.33		Urocanate reductase
MJIIAAFK_00227	CDS	924	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
MJIIAAFK_00228	CDS	1380		1.6.99.3		putative NADH oxidase
MJIIAAFK_00229	CDS	876	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
MJIIAAFK_00230	CDS	582	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
MJIIAAFK_00231	CDS	648				hypothetical protein
MJIIAAFK_00232	CDS	447				hypothetical protein
MJIIAAFK_00233	CDS	495				hypothetical protein
MJIIAAFK_00234	CDS	513	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
MJIIAAFK_00235	CDS	357	mgsR		COG1393	Regulatory protein MgsR
MJIIAAFK_00236	CDS	801	yxeN			putative amino-acid permease protein YxeN
MJIIAAFK_00237	CDS	744	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
MJIIAAFK_00238	CDS	225				hypothetical protein
MJIIAAFK_00239	CDS	912	trxB	1.8.1.9	COG0492	Thioredoxin reductase
MJIIAAFK_00240	CDS	729		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
MJIIAAFK_00241	CDS	612	def_2	3.5.1.88	COG0242	Peptide deformylase
MJIIAAFK_00242	CDS	717	capA			Capsule biosynthesis protein CapA
MJIIAAFK_00243	CDS	255				hypothetical protein
MJIIAAFK_00244	CDS	828	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
MJIIAAFK_00245	CDS	636				hypothetical protein
MJIIAAFK_00246	CDS	726				hypothetical protein
MJIIAAFK_00247	CDS	936	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
MJIIAAFK_00248	CDS	897	yicL_1		COG0697	putative inner membrane transporter YicL
MJIIAAFK_00249	CDS	699	nagR		COG2188	HTH-type transcriptional repressor NagR
MJIIAAFK_00250	CDS	1563	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
MJIIAAFK_00251	CDS	1191				hypothetical protein
MJIIAAFK_00252	CDS	189				hypothetical protein
MJIIAAFK_00253	CDS	183				hypothetical protein
MJIIAAFK_00254	CDS	1287				hypothetical protein
MJIIAAFK_00255	CDS	312				hypothetical protein
MJIIAAFK_00256	CDS	726				hypothetical protein
MJIIAAFK_00257	CDS	375				hypothetical protein
MJIIAAFK_00258	CDS	342				hypothetical protein
MJIIAAFK_00259	CDS	729				hypothetical protein
MJIIAAFK_00260	CDS	210				hypothetical protein
MJIIAAFK_00261	CDS	489				hypothetical protein
MJIIAAFK_00262	CDS	1461	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
MJIIAAFK_00263	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
MJIIAAFK_00264	CDS	552				hypothetical protein
MJIIAAFK_00265	CDS	102				hypothetical protein
MJIIAAFK_00266	CDS	390				hypothetical protein
MJIIAAFK_00267	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MJIIAAFK_00268	CDS	708	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
MJIIAAFK_00269	CDS	177	rpsU		COG0828	30S ribosomal protein S21
MJIIAAFK_00270	CDS	936	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
MJIIAAFK_00271	CDS	789	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
MJIIAAFK_00272	CDS	384				hypothetical protein
MJIIAAFK_00273	CDS	390				hypothetical protein
MJIIAAFK_00274	CDS	1131	hemW		COG0635	Heme chaperone HemW
MJIIAAFK_00275	CDS	738				hypothetical protein
MJIIAAFK_00276	CDS	774	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
MJIIAAFK_00277	CDS	618				hypothetical protein
MJIIAAFK_00278	CDS	402	spxA_1		COG1393	Regulatory protein Spx
MJIIAAFK_00279	CDS	279				hypothetical protein
MJIIAAFK_00280	CDS	774	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
MJIIAAFK_00281	CDS	1305	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
MJIIAAFK_00282	CDS	114				hypothetical protein
MJIIAAFK_00283	CDS	879	pstS1		COG0226	Phosphate-binding protein PstS 1
MJIIAAFK_00284	CDS	918	pstC		COG0573	Phosphate transport system permease protein PstC
MJIIAAFK_00285	CDS	885				hypothetical protein
MJIIAAFK_00286	CDS	804	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
MJIIAAFK_00287	CDS	759	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
MJIIAAFK_00288	CDS	654	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
MJIIAAFK_00289	CDS	816	glnH_1		COG0834	Glutamine-binding periplasmic protein
MJIIAAFK_00290	CDS	1272	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
MJIIAAFK_00291	CDS	672	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
MJIIAAFK_00292	CDS	192				hypothetical protein
MJIIAAFK_00293	CDS	510				hypothetical protein
MJIIAAFK_00294	CDS	951	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
MJIIAAFK_00295	CDS	1158	potA_1	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
MJIIAAFK_00296	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
MJIIAAFK_00297	CDS	774	ydcV			Inner membrane ABC transporter permease protein YdcV
MJIIAAFK_00298	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
MJIIAAFK_00299	CDS	486				hypothetical protein
MJIIAAFK_00300	CDS	2619	alaS	6.1.1.7		Alanine--tRNA ligase
MJIIAAFK_00301	CDS	1455	amyS	3.2.1.1		Alpha-amylase
MJIIAAFK_00302	CDS	750	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
MJIIAAFK_00303	CDS	1635				hypothetical protein
MJIIAAFK_00304	CDS	1164	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
MJIIAAFK_00305	CDS	678	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
MJIIAAFK_00306	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
MJIIAAFK_00307	CDS	1068	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
MJIIAAFK_00308	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
MJIIAAFK_00309	CDS	1104				hypothetical protein
MJIIAAFK_00310	CDS	339				hypothetical protein
MJIIAAFK_00311	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
MJIIAAFK_00312	CDS	477	aroL	2.7.1.71		Shikimate kinase 2
MJIIAAFK_00313	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
MJIIAAFK_00314	CDS	1275	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
MJIIAAFK_00315	CDS	837				hypothetical protein
MJIIAAFK_00316	CDS	1104	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
MJIIAAFK_00317	CDS	987	glyG			Glycosyltransferase GlyG
MJIIAAFK_00318	CDS	1434				hypothetical protein
MJIIAAFK_00319	CDS	1035				hypothetical protein
MJIIAAFK_00320	CDS	738	mecA		COG4862	Adapter protein MecA
MJIIAAFK_00321	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
MJIIAAFK_00322	CDS	870	thrB	2.7.1.39	COG0083	Homoserine kinase
MJIIAAFK_00323	CDS	939	msrAB1		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB 1
MJIIAAFK_00324	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
MJIIAAFK_00325	CDS	1749		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
MJIIAAFK_00326	CDS	1557	dadD	3.5.4.31		5'-deoxyadenosine deaminase
MJIIAAFK_00327	CDS	501	rplJ			50S ribosomal protein L10
MJIIAAFK_00328	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
MJIIAAFK_00329	CDS	174				hypothetical protein
MJIIAAFK_00330	CDS	780				hypothetical protein
MJIIAAFK_00331	CDS	102				hypothetical protein
MJIIAAFK_00332	CDS	1218				hypothetical protein
MJIIAAFK_00333	CDS	351				hypothetical protein
MJIIAAFK_00334	CDS	381				hypothetical protein
MJIIAAFK_00335	CDS	234				hypothetical protein
MJIIAAFK_00336	CDS	588				hypothetical protein
MJIIAAFK_00337	CDS	636				hypothetical protein
MJIIAAFK_00338	CDS	453				hypothetical protein
MJIIAAFK_00339	CDS	297				hypothetical protein
MJIIAAFK_00340	CDS	2010				hypothetical protein
MJIIAAFK_00341	CDS	633	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
MJIIAAFK_00342	CDS	300				hypothetical protein
MJIIAAFK_00343	CDS	489				hypothetical protein
