locus_tag	ftype	length_bp	gene	EC_number	COG	product
JIGCKLGD_00099	CDS	828	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
JIGCKLGD_00100	CDS	255				hypothetical protein
JIGCKLGD_00101	CDS	513	capA			Capsule biosynthesis protein CapA
JIGCKLGD_00102	CDS	612	def_1	3.5.1.88	COG0242	Peptide deformylase
JIGCKLGD_00103	CDS	729		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
JIGCKLGD_00104	CDS	912	trxB	1.8.1.9	COG0492	Thioredoxin reductase
JIGCKLGD_00105	CDS	225				hypothetical protein
JIGCKLGD_00106	CDS	744	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
JIGCKLGD_00107	CDS	801	yecS_1		COG0765	L-cystine transport system permease protein YecS
JIGCKLGD_00108	CDS	357	mgsR		COG1393	Regulatory protein MgsR
JIGCKLGD_00109	CDS	531	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
JIGCKLGD_00110	CDS	495				hypothetical protein
JIGCKLGD_00111	CDS	447				hypothetical protein
JIGCKLGD_00112	CDS	648				hypothetical protein
JIGCKLGD_00113	CDS	582	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
JIGCKLGD_00114	CDS	876	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
JIGCKLGD_00115	CDS	1380		1.6.99.3		putative NADH oxidase
JIGCKLGD_00116	CDS	924	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
JIGCKLGD_00117	CDS	444	urdA	1.3.99.33		Urocanate reductase
JIGCKLGD_00118	CDS	1245				hypothetical protein
JIGCKLGD_00119	CDS	258				hypothetical protein
JIGCKLGD_00120	CDS	2037	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
JIGCKLGD_00121	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
JIGCKLGD_00122	CDS	762				hypothetical protein
JIGCKLGD_00123	CDS	843	yvgN	1.1.1.-	COG0656	Glyoxal reductase
JIGCKLGD_00124	CDS	1443	pgdA	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
JIGCKLGD_00125	CDS	378				hypothetical protein
JIGCKLGD_00126	CDS	978	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
JIGCKLGD_00127	CDS	1083	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
JIGCKLGD_00128	CDS	390				IS630 family transposase ISSpn2
JIGCKLGD_00129	CDS	405				IS630 family transposase ISSpn2
JIGCKLGD_00130	CDS	1728	ezrA		COG4477	Septation ring formation regulator EzrA
JIGCKLGD_00131	CDS	1947	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
JIGCKLGD_00132	CDS	573	gph_1	3.1.3.18		Phosphoglycolate phosphatase
JIGCKLGD_00133	CDS	555	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
JIGCKLGD_00134	CDS	1224	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
JIGCKLGD_00135	CDS	2451	dinG_1	3.1.-.-		3'-5' exonuclease DinG
JIGCKLGD_00136	CDS	930				hypothetical protein
JIGCKLGD_00137	CDS	288				hypothetical protein
JIGCKLGD_00138	CDS	1335	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
JIGCKLGD_00139	CDS	675	arlR_1		COG0745	Response regulator ArlR
JIGCKLGD_00140	CDS	2547	pepN	3.4.11.2		Aminopeptidase N
JIGCKLGD_00141	CDS	441				hypothetical protein
JIGCKLGD_00142	CDS	870				hypothetical protein
JIGCKLGD_00143	CDS	501				hypothetical protein
JIGCKLGD_00144	CDS	699		1.1.1.391	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2
JIGCKLGD_00145	CDS	237				hypothetical protein
JIGCKLGD_00146	CDS	927	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
JIGCKLGD_00147	CDS	816				hypothetical protein
JIGCKLGD_00148	CDS	321				hypothetical protein
JIGCKLGD_00149	CDS	237				hypothetical protein
JIGCKLGD_00150	CDS	1998	metG	6.1.1.10		Methionine--tRNA ligase
JIGCKLGD_00151	CDS	1260	yknZ		COG0577	putative ABC transporter permease YknZ
JIGCKLGD_00152	CDS	702	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
JIGCKLGD_00153	CDS	1200	yknX		COG0845	Putative efflux system component YknX
JIGCKLGD_00154	CDS	1347	gor	1.8.1.7	COG1249	Glutathione reductase
JIGCKLGD_00155	CDS	537	bioY2		COG1268	Biotin transporter BioY2
JIGCKLGD_00156	CDS	216				hypothetical protein
JIGCKLGD_00157	CDS	321				hypothetical protein
JIGCKLGD_00158	CDS	339				hypothetical protein
JIGCKLGD_00159	CDS	720	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
JIGCKLGD_00160	CDS	519	rimM			Ribosome maturation factor RimM
JIGCKLGD_00161	CDS	789				hypothetical protein
JIGCKLGD_00162	CDS	240				hypothetical protein
JIGCKLGD_00163	CDS	273	rpsP		COG0228	30S ribosomal protein S16
JIGCKLGD_00164	CDS	213				hypothetical protein
JIGCKLGD_00165	CDS	804				hypothetical protein
JIGCKLGD_00166	CDS	1542	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
JIGCKLGD_00167	CDS	483				hypothetical protein
JIGCKLGD_00168	CDS	990	rlmN_1	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
JIGCKLGD_00169	CDS	108	rlmN_2	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
JIGCKLGD_00170	CDS	531				hypothetical protein
JIGCKLGD_00171	CDS	606	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
JIGCKLGD_00172	CDS	1038	yqeN		COG1466	putative protein YqeN
JIGCKLGD_00173	CDS	936	pyrDA	1.3.98.1	COG0167	putative dihydroorotate dehydrogenase A (fumarate)
JIGCKLGD_00174	CDS	1191	metK	2.5.1.6		S-adenosylmethionine synthase
JIGCKLGD_00175	CDS	1344	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
JIGCKLGD_00176	CDS	816	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
JIGCKLGD_00177	CDS	2181	ptsG_1	2.7.1.199		PTS system glucose-specific EIICBA component
JIGCKLGD_00178	CDS	927	ftsX		COG2177	Cell division protein FtsX
JIGCKLGD_00179	CDS	693	ftsE		COG2884	Cell division ATP-binding protein FtsE
JIGCKLGD_00180	CDS	978	prfB			Peptide chain release factor 2
JIGCKLGD_00181	CDS	657	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
JIGCKLGD_00182	CDS	711	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JIGCKLGD_00183	CDS	765	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JIGCKLGD_00184	CDS	957				hypothetical protein
JIGCKLGD_00185	CDS	870	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
JIGCKLGD_00186	CDS	1161	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
JIGCKLGD_00187	CDS	249				hypothetical protein
JIGCKLGD_00188	CDS	591	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
JIGCKLGD_00189	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
JIGCKLGD_00190	CDS	468	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
JIGCKLGD_00191	CDS	558				hypothetical protein
JIGCKLGD_00192	CDS	846			COG1307	DegV domain-containing protein
JIGCKLGD_00193	CDS	1176			COG2081	putative protein
JIGCKLGD_00194	CDS	456				hypothetical protein
JIGCKLGD_00195	CDS	750	mta		COG0789	HTH-type transcriptional activator mta
JIGCKLGD_00196	CDS	222				hypothetical protein
JIGCKLGD_00197	CDS	873				hypothetical protein
JIGCKLGD_00198	CDS	945	gmuF	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
JIGCKLGD_00199	CDS	297	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
JIGCKLGD_00200	CDS	348				hypothetical protein
JIGCKLGD_00201	CDS	1776	pox5	1.2.3.3	COG0028	Pyruvate oxidase
JIGCKLGD_00202	CDS	2244	pacS	7.2.2.8		putative copper-transporting ATPase PacS
JIGCKLGD_00203	CDS	372				hypothetical protein
JIGCKLGD_00204	CDS	396	copY			Transcriptional repressor CopY
JIGCKLGD_00205	CDS	792	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
JIGCKLGD_00206	CDS	633	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
JIGCKLGD_00207	CDS	804	thiM_1	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
JIGCKLGD_00208	CDS	525				hypothetical protein
JIGCKLGD_00209	CDS	693	tenA_1	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
JIGCKLGD_00210	CDS	651				hypothetical protein
JIGCKLGD_00211	CDS	1386	ykoD_2	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
JIGCKLGD_00212	CDS	561	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
JIGCKLGD_00213	CDS	630	thiE_2	2.5.1.3		Thiamine-phosphate synthase
JIGCKLGD_00214	CDS	783	thiM_2	2.7.1.50		Hydroxyethylthiazole kinase
JIGCKLGD_00215	CDS	669	tenA_2	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
JIGCKLGD_00216	CDS	1137	hmo	1.1.3.46		4-hydroxymandelate oxidase
JIGCKLGD_00217	CDS	1491	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
JIGCKLGD_00218	CDS	147				hypothetical protein
JIGCKLGD_00219	CDS	681	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
JIGCKLGD_00220	CDS	381	tcyB		COG0765	L-cystine transport system permease protein TcyB
JIGCKLGD_00221	CDS	759	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
JIGCKLGD_00222	CDS	237				hypothetical protein
JIGCKLGD_00223	CDS	555	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
JIGCKLGD_00224	CDS	648	bcrA_1			Bacitracin transport ATP-binding protein BcrA
JIGCKLGD_00225	CDS	678				hypothetical protein
JIGCKLGD_00226	CDS	753				hypothetical protein
JIGCKLGD_00227	CDS	765				hypothetical protein
JIGCKLGD_00228	CDS	405				hypothetical protein
JIGCKLGD_00229	CDS	633	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
JIGCKLGD_00230	CDS	702	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
JIGCKLGD_00231	CDS	714				hypothetical protein
JIGCKLGD_00232	CDS	654		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
JIGCKLGD_00233	CDS	90				hypothetical protein
JIGCKLGD_00234	CDS	162				hypothetical protein
JIGCKLGD_00235	CDS	1014				hypothetical protein
JIGCKLGD_00236	CDS	192				hypothetical protein
JIGCKLGD_00237	CDS	375				hypothetical protein
JIGCKLGD_00238	CDS	123				hypothetical protein
JIGCKLGD_00239	CDS	126				hypothetical protein
JIGCKLGD_00240	CDS	1191	divIB		COG1589	Cell division protein DivIB
JIGCKLGD_00241	CDS	1059	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
JIGCKLGD_00242	CDS	1353	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
JIGCKLGD_00243	CDS	642	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
JIGCKLGD_00244	CDS	2022				hypothetical protein
JIGCKLGD_00245	CDS	348				hypothetical protein
JIGCKLGD_00246	CDS	255				hypothetical protein
JIGCKLGD_00247	CDS	1842	typA		COG1217	GTP-binding protein TypA/BipA
JIGCKLGD_00248	CDS	726	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
JIGCKLGD_00249	CDS	228				hypothetical protein
JIGCKLGD_00250	CDS	381	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
JIGCKLGD_00251	CDS	270				hypothetical protein
JIGCKLGD_00252	CDS	969	hdfR			HTH-type transcriptional regulator HdfR
JIGCKLGD_00253	CDS	756		1.-.-.-		putative oxidoreductase
JIGCKLGD_00254	CDS	930	rnz	3.1.26.11	COG1234	Ribonuclease Z
JIGCKLGD_00255	CDS	624				hypothetical protein
JIGCKLGD_00256	CDS	1239	hflX		COG2262	GTPase HflX
JIGCKLGD_00257	CDS	885	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
JIGCKLGD_00258	CDS	171				hypothetical protein
JIGCKLGD_00259	CDS	840	thyA	2.1.1.45	COG0207	Thymidylate synthase
JIGCKLGD_00260	CDS	960	glcK	2.7.1.2	COG1940	Glucokinase
JIGCKLGD_00261	CDS	999				hypothetical protein
JIGCKLGD_00262	CDS	618	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JIGCKLGD_00263	CDS	1722	menF	5.4.4.2		Isochorismate synthase MenF
JIGCKLGD_00264	CDS	5613				hypothetical protein
JIGCKLGD_00265	CDS	564				hypothetical protein
JIGCKLGD_00266	CDS	1692				hypothetical protein
JIGCKLGD_00267	CDS	738			COG4753	putative response regulatory protein
JIGCKLGD_00268	CDS	1113	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
JIGCKLGD_00269	CDS	567	resA_1			Thiol-disulfide oxidoreductase ResA
JIGCKLGD_00270	CDS	711	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
JIGCKLGD_00271	CDS	861				hypothetical protein
JIGCKLGD_00272	CDS	2055				hypothetical protein
JIGCKLGD_00273	CDS	255				hypothetical protein
JIGCKLGD_00274	CDS	558				hypothetical protein
JIGCKLGD_00275	CDS	447				hypothetical protein
JIGCKLGD_00276	CDS	453				hypothetical protein
JIGCKLGD_00277	CDS	360				hypothetical protein
JIGCKLGD_00278	CDS	246				hypothetical protein
JIGCKLGD_00279	CDS	426				hypothetical protein
JIGCKLGD_00280	CDS	6702	lacZ	3.2.1.23		Beta-galactosidase
JIGCKLGD_00281	CDS	1476	gatC_1		COG3775	PTS system galactitol-specific EIIC component
JIGCKLGD_00282	CDS	507				hypothetical protein
JIGCKLGD_00283	CDS	363				hypothetical protein
JIGCKLGD_00284	CDS	840				hypothetical protein
JIGCKLGD_00285	CDS	282				hypothetical protein
JIGCKLGD_00286	CDS	519				hypothetical protein
JIGCKLGD_00287	CDS	96				hypothetical protein
JIGCKLGD_00288	CDS	1026	xerC_1			Tyrosine recombinase XerC
JIGCKLGD_00289	CDS	393	rpsI		COG0103	30S ribosomal protein S9
JIGCKLGD_00290	CDS	447	rplM			50S ribosomal protein L13
JIGCKLGD_00291	CDS	318				hypothetical protein
JIGCKLGD_00292	CDS	813	sulD		COG0801	Bifunctional folate synthesis protein
JIGCKLGD_00293	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
JIGCKLGD_00294	CDS	1323	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
JIGCKLGD_00295	CDS	951	sulA	2.5.1.15	COG0294	Dihydropteroate synthase
JIGCKLGD_00296	CDS	708				hypothetical protein
JIGCKLGD_00297	CDS	1419	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
JIGCKLGD_00298	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
JIGCKLGD_00299	CDS	1020	adhA	1.1.1.1		Alcohol dehydrogenase 1
JIGCKLGD_00300	CDS	990	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
JIGCKLGD_00301	CDS	804	sorA		COG3715	PTS system sorbose-specific EIIC component
JIGCKLGD_00302	CDS	912	manZ_1		COG3716	PTS system mannose-specific EIID component
JIGCKLGD_00303	CDS	1335	pepC	3.4.22.40	COG3579	Aminopeptidase C
JIGCKLGD_00304	CDS	723	rsuA_2	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
JIGCKLGD_00305	CDS	231				hypothetical protein
JIGCKLGD_00306	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
JIGCKLGD_00307	CDS	153				hypothetical protein
JIGCKLGD_00308	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
JIGCKLGD_00309	CDS	264				hypothetical protein
JIGCKLGD_00310	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
JIGCKLGD_00311	CDS	2082	fus			Elongation factor G
JIGCKLGD_00312	CDS	471	rpsG		COG0049	30S ribosomal protein S7
JIGCKLGD_00313	CDS	414	rpsL		COG0048	30S ribosomal protein S12
JIGCKLGD_00314	CDS	3843	glgX_1	3.2.1.196		Glycogen debranching enzyme
JIGCKLGD_00315	CDS	1050	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
JIGCKLGD_00316	CDS	1809	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
JIGCKLGD_00317	CDS	1380	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
JIGCKLGD_00318	CDS	1854	proS	6.1.1.15	COG0442	Proline--tRNA ligase
JIGCKLGD_00319	CDS	1260		3.4.24.-		Putative zinc metalloprotease
JIGCKLGD_00320	CDS	804				hypothetical protein
JIGCKLGD_00321	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
JIGCKLGD_00322	CDS	573				hypothetical protein
JIGCKLGD_00323	CDS	999	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
JIGCKLGD_00324	CDS	417				hypothetical protein
JIGCKLGD_00325	CDS	696				hypothetical protein
JIGCKLGD_00326	CDS	843				hypothetical protein
JIGCKLGD_00327	CDS	2502	leuS	6.1.1.4		Leucine--tRNA ligase
JIGCKLGD_00328	CDS	1089	gldA	1.1.1.6		Glycerol dehydrogenase
JIGCKLGD_00329	CDS	669	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
JIGCKLGD_00330	CDS	2439	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
JIGCKLGD_00331	CDS	1299	licC_1		COG1455	Lichenan permease IIC component
JIGCKLGD_00332	CDS	309	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
JIGCKLGD_00333	CDS	321	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
JIGCKLGD_00334	CDS	981	sorC_1		COG2390	Sorbitol operon regulator
JIGCKLGD_00335	CDS	747	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
JIGCKLGD_00336	CDS	777	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
JIGCKLGD_00337	CDS	609			COG1840	putative protein
JIGCKLGD_00338	CDS	369				hypothetical protein
JIGCKLGD_00339	CDS	387	malK	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
JIGCKLGD_00340	CDS	624				Putative ABC transporter ATP-binding protein MG187 
JIGCKLGD_00341	CDS	627	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
JIGCKLGD_00342	CDS	603				hypothetical protein
JIGCKLGD_00343	CDS	414				hypothetical protein
