locus_tag	ftype	length_bp	gene	EC_number	COG	product
DOFMBNDK_00026	CDS	3204		4.2.2.1		Hyaluronate lyase
DOFMBNDK_00027	CDS	477	bsaA			Glutathione peroxidase BsaA
DOFMBNDK_00028	CDS	2214				hypothetical protein
DOFMBNDK_00029	CDS	126				hypothetical protein
DOFMBNDK_00030	CDS	177				hypothetical protein
DOFMBNDK_00031	CDS	1347	licC_1		COG1455	Lichenan permease IIC component
DOFMBNDK_00032	CDS	507				hypothetical protein
DOFMBNDK_00033	CDS	315	lacF_1		COG1447	PTS system lactose-specific EIIA component
DOFMBNDK_00034	CDS	1974	licR_1		COG1762	putative licABCH operon regulator
DOFMBNDK_00035	CDS	315				hypothetical protein
DOFMBNDK_00036	CDS	240			COG4095	Sugar transporter SemiSWEET
DOFMBNDK_00037	CDS	1437	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
DOFMBNDK_00038	CDS	339				hypothetical protein
DOFMBNDK_00039	CDS	396				hypothetical protein
DOFMBNDK_00040	CDS	612				hypothetical protein
DOFMBNDK_00041	CDS	588				hypothetical protein
DOFMBNDK_00042	CDS	471				hypothetical protein
DOFMBNDK_00043	CDS	1320				hypothetical protein
DOFMBNDK_00044	CDS	267				hypothetical protein
DOFMBNDK_00045	CDS	729	apaH_1	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
DOFMBNDK_00046	CDS	774				hypothetical protein
DOFMBNDK_00047	CDS	795				hypothetical protein
DOFMBNDK_00048	CDS	270				hypothetical protein
DOFMBNDK_00049	CDS	1221	xerC_1			Tyrosine recombinase XerC
DOFMBNDK_00050	CDS	393	rpsI		COG0103	30S ribosomal protein S9
DOFMBNDK_00051	CDS	447	rplM			50S ribosomal protein L13
DOFMBNDK_00052	CDS	318				hypothetical protein
DOFMBNDK_00053	CDS	813	sulD		COG0801	Bifunctional folate synthesis protein
DOFMBNDK_00054	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
DOFMBNDK_00055	CDS	1323	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
DOFMBNDK_00056	CDS	948	sulA	2.5.1.15	COG0294	Dihydropteroate synthase
DOFMBNDK_00057	CDS	708				hypothetical protein
DOFMBNDK_00058	CDS	1419	adeQ		COG2252	Adenine permease AdeQ
DOFMBNDK_00059	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
DOFMBNDK_00060	CDS	1020	adhA	1.1.1.1		Alcohol dehydrogenase 1
DOFMBNDK_00061	CDS	990	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
DOFMBNDK_00062	CDS	804	sorA		COG3715	PTS system sorbose-specific EIIC component
DOFMBNDK_00063	CDS	912	manZ_2		COG3716	PTS system mannose-specific EIID component
DOFMBNDK_00064	CDS	1335	pepC	3.4.22.40	COG3579	Aminopeptidase C
DOFMBNDK_00065	CDS	723	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
DOFMBNDK_00066	CDS	231				hypothetical protein
DOFMBNDK_00067	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
DOFMBNDK_00068	CDS	153				hypothetical protein
DOFMBNDK_00069	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
DOFMBNDK_00070	CDS	264				hypothetical protein
DOFMBNDK_00071	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
DOFMBNDK_00072	CDS	2082	fus			Elongation factor G
DOFMBNDK_00073	CDS	471	rpsG		COG0049	30S ribosomal protein S7
DOFMBNDK_00074	CDS	414	rpsL		COG0048	30S ribosomal protein S12
DOFMBNDK_00075	CDS	3798	glgX	3.2.1.196		Glycogen debranching enzyme
DOFMBNDK_00076	CDS	1050				hypothetical protein
DOFMBNDK_00077	CDS	1809	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
DOFMBNDK_00078	CDS	1380	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
DOFMBNDK_00079	CDS	1854	proS	6.1.1.15	COG0442	Proline--tRNA ligase
DOFMBNDK_00080	CDS	1260		3.4.24.-		Putative zinc metalloprotease
DOFMBNDK_00081	CDS	804				hypothetical protein
DOFMBNDK_00082	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
DOFMBNDK_00083	CDS	426				hypothetical protein
DOFMBNDK_00084	CDS	108				hypothetical protein
DOFMBNDK_00085	CDS	972	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
DOFMBNDK_00086	CDS	417				hypothetical protein
DOFMBNDK_00087	CDS	696				hypothetical protein
DOFMBNDK_00088	CDS	843				hypothetical protein
DOFMBNDK_00089	CDS	2502	leuS	6.1.1.4		Leucine--tRNA ligase
DOFMBNDK_00090	CDS	1089	gldA	1.1.1.6		Glycerol dehydrogenase
DOFMBNDK_00091	CDS	669	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
DOFMBNDK_00092	CDS	2439	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
DOFMBNDK_00093	CDS	1299	licC_2		COG1455	Lichenan permease IIC component
DOFMBNDK_00094	CDS	309	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
DOFMBNDK_00095	CDS	321	licA		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
DOFMBNDK_00096	CDS	981	sorC_1		COG2390	Sorbitol operon regulator
DOFMBNDK_00097	CDS	747	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
DOFMBNDK_00098	CDS	777	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
DOFMBNDK_00099	CDS	102				hypothetical protein
DOFMBNDK_00100	CDS	195				hypothetical protein
DOFMBNDK_00101	CDS	450				hypothetical protein
DOFMBNDK_00102	CDS	1092	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DOFMBNDK_00103	CDS	369				hypothetical protein
DOFMBNDK_00104	CDS	1023				hypothetical protein
DOFMBNDK_00105	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
DOFMBNDK_00106	CDS	1338				hypothetical protein
DOFMBNDK_00107	CDS	267				hypothetical protein
DOFMBNDK_00108	CDS	387	rplQ		COG0203	50S ribosomal protein L17
DOFMBNDK_00109	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
DOFMBNDK_00110	CDS	384	rpsK			30S ribosomal protein S11
DOFMBNDK_00111	CDS	366	rpsM		COG0099	30S ribosomal protein S13
DOFMBNDK_00112	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
DOFMBNDK_00113	CDS	219	infA		COG0361	Translation initiation factor IF-1
DOFMBNDK_00114	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
DOFMBNDK_00115	CDS	1311	secY			Protein translocase subunit SecY
DOFMBNDK_00116	CDS	441	rplO			50S ribosomal protein L15
DOFMBNDK_00117	CDS	183	rpmD		COG1841	50S ribosomal protein L30
DOFMBNDK_00118	CDS	495	rpsE			30S ribosomal protein S5
DOFMBNDK_00119	CDS	357	rplR		COG0256	50S ribosomal protein L18
DOFMBNDK_00120	CDS	537	rplF		COG0097	50S ribosomal protein L6
DOFMBNDK_00121	CDS	399	rpsH			30S ribosomal protein S8
DOFMBNDK_00122	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
DOFMBNDK_00123	CDS	543	rplE		COG0094	50S ribosomal protein L5
DOFMBNDK_00124	CDS	306	rplX		COG0198	50S ribosomal protein L24
DOFMBNDK_00125	CDS	369	rplN		COG0093	50S ribosomal protein L14
DOFMBNDK_00126	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
DOFMBNDK_00127	CDS	207	rpmC		COG0255	50S ribosomal protein L29
DOFMBNDK_00128	CDS	414	rplP		COG0197	50S ribosomal protein L16
DOFMBNDK_00129	CDS	654	rpsC		COG0092	30S ribosomal protein S3
DOFMBNDK_00130	CDS	345	rplV		COG0091	50S ribosomal protein L22
DOFMBNDK_00131	CDS	282	rpsS		COG0185	30S ribosomal protein S19
DOFMBNDK_00132	CDS	834	rplB		COG0090	50S ribosomal protein L2
DOFMBNDK_00133	CDS	297	rplW			50S ribosomal protein L23
DOFMBNDK_00134	CDS	624	rplD		COG0088	50S ribosomal protein L4
DOFMBNDK_00135	CDS	627	rplC		COG0087	50S ribosomal protein L3
DOFMBNDK_00136	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
DOFMBNDK_00137	CDS	618	udk_1	2.7.1.48		Uridine kinase
DOFMBNDK_00138	CDS	591				hypothetical protein
DOFMBNDK_00139	CDS	507				hypothetical protein
DOFMBNDK_00140	CDS	2208	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
DOFMBNDK_00141	CDS	1539				hypothetical protein
DOFMBNDK_00142	CDS	144				hypothetical protein
DOFMBNDK_00143	CDS	1533	cls	2.7.8.-		Cardiolipin synthase
DOFMBNDK_00144	CDS	456				hypothetical protein
DOFMBNDK_00145	CDS	1251	fpgS_2	6.3.2.17		Folylpolyglutamate synthase
DOFMBNDK_00146	CDS	306				hypothetical protein
DOFMBNDK_00147	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
DOFMBNDK_00148	CDS	267				hypothetical protein
DOFMBNDK_00149	CDS	570				hypothetical protein
DOFMBNDK_00150	CDS	399	spxA_1		COG1393	Regulatory protein Spx
DOFMBNDK_00151	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
DOFMBNDK_00152	CDS	2832	uvrA			UvrABC system protein A
DOFMBNDK_00153	CDS	420				hypothetical protein
DOFMBNDK_00154	CDS	510				hypothetical protein
DOFMBNDK_00155	CDS	531				hypothetical protein
DOFMBNDK_00156	CDS	1470				hypothetical protein
DOFMBNDK_00157	CDS	867				hypothetical protein
DOFMBNDK_00158	CDS	282				hypothetical protein
DOFMBNDK_00159	CDS	342				hypothetical protein
DOFMBNDK_00160	CDS	216				hypothetical protein
DOFMBNDK_00161	CDS	201				hypothetical protein
DOFMBNDK_00162	CDS	453				hypothetical protein
DOFMBNDK_00163	CDS	627				hypothetical protein
DOFMBNDK_00164	CDS	231				hypothetical protein
DOFMBNDK_00165	CDS	714				hypothetical protein
DOFMBNDK_00166	CDS	1515				hypothetical protein
DOFMBNDK_00167	CDS	1167	xerC_2			Tyrosine recombinase XerC
DOFMBNDK_00168	CDS	945				hypothetical protein
DOFMBNDK_00169	CDS	684				hypothetical protein
DOFMBNDK_00170	CDS	1032	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
DOFMBNDK_00171	CDS	678				hypothetical protein
DOFMBNDK_00172	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
DOFMBNDK_00173	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
DOFMBNDK_00174	CDS	1101	ribD		COG0117	Riboflavin biosynthesis protein RibD
DOFMBNDK_00175	CDS	636	ribE	2.5.1.9	COG0307	Riboflavin synthase
DOFMBNDK_00176	CDS	1206	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
DOFMBNDK_00177	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
DOFMBNDK_00178	CDS	1950	mutL		COG0323	DNA mismatch repair protein MutL
DOFMBNDK_00179	CDS	441			COG3279	putative HTH-type transcriptional regulator
DOFMBNDK_00180	CDS	459				hypothetical protein
DOFMBNDK_00181	CDS	1263				hypothetical protein
DOFMBNDK_00182	CDS	774				hypothetical protein
DOFMBNDK_00183	CDS	264				hypothetical protein
DOFMBNDK_00184	CDS	243				hypothetical protein
DOFMBNDK_00185	CDS	810	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
DOFMBNDK_00186	CDS	1368	walK	2.7.13.3		Sensor histidine kinase WalK
DOFMBNDK_00187	CDS	705	walR		COG0745	Transcriptional regulatory protein WalR
DOFMBNDK_00188	CDS	1176	mutY	3.2.2.31		Adenine DNA glycosylase
DOFMBNDK_00189	CDS	1671	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
DOFMBNDK_00190	CDS	690	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
DOFMBNDK_00191	CDS	552	coaBC_2		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
DOFMBNDK_00192	CDS	564	panT		COG4684	Pantothenic acid transporter PanT
DOFMBNDK_00193	CDS	528	niaX			Niacin transporter NiaX
DOFMBNDK_00194	CDS	516	niaR		COG1827	putative transcription repressor NiaR
DOFMBNDK_00195	CDS	468	nudC	3.6.1.22		NADH pyrophosphatase
DOFMBNDK_00196	CDS	489				hypothetical protein
DOFMBNDK_00197	CDS	564				hypothetical protein
DOFMBNDK_00198	CDS	1989	uvrB			UvrABC system protein B
DOFMBNDK_00199	CDS	954				hypothetical protein
DOFMBNDK_00200	CDS	2166	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
DOFMBNDK_00201	CDS	741	artM		COG1126	Arginine transport ATP-binding protein ArtM
DOFMBNDK_00202	CDS	1488	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
DOFMBNDK_00203	CDS	1290	ftsY			Signal recognition particle receptor FtsY
DOFMBNDK_00204	CDS	819	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
DOFMBNDK_00205	CDS	795	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
DOFMBNDK_00206	CDS	3540	smc		COG1196	Chromosome partition protein Smc
DOFMBNDK_00207	CDS	699	rnc	3.1.26.3	COG0571	Ribonuclease 3
DOFMBNDK_00208	tRNA	74				tRNA-Arg(ccg)
DOFMBNDK_00209	CDS	987	guaC	1.7.1.7	COG0516	GMP reductase
DOFMBNDK_00210	CDS	1344				hypothetical protein
DOFMBNDK_00211	CDS	1932				hypothetical protein
DOFMBNDK_00212	CDS	171				hypothetical protein
DOFMBNDK_00213	CDS	267				hypothetical protein
DOFMBNDK_00214	CDS	360	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
DOFMBNDK_00215	CDS	270				hypothetical protein
DOFMBNDK_00216	CDS	1038	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
DOFMBNDK_00217	CDS	420	leuA_1	2.3.3.13		2-isopropylmalate synthase
DOFMBNDK_00218	CDS	633	leuA_2	2.3.3.13		2-isopropylmalate synthase
DOFMBNDK_00219	CDS	657				hypothetical protein
DOFMBNDK_00220	CDS	633	cutC_2		COG3142	Copper homeostasis protein CutC
DOFMBNDK_00221	CDS	360	ybaN		COG2832	Inner membrane protein YbaN
DOFMBNDK_00222	CDS	2088	topA	5.6.2.1		DNA topoisomerase 1
DOFMBNDK_00223	CDS	1044				hypothetical protein
DOFMBNDK_00224	CDS	849	dprA		COG0758	DNA processing protein DprA
DOFMBNDK_00225	CDS	690	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
DOFMBNDK_00226	CDS	879				hypothetical protein
DOFMBNDK_00227	CDS	870	thiK	2.7.1.89		Thiamine kinase
DOFMBNDK_00228	CDS	1023	tarJ	1.1.1.405	COG1063	Ribulose-5-phosphate reductase
DOFMBNDK_00229	CDS	708	tarI	2.7.7.40	COG1211	Ribitol-5-phosphate cytidylyltransferase
DOFMBNDK_00230	CDS	1488				hypothetical protein
DOFMBNDK_00231	CDS	804				hypothetical protein
DOFMBNDK_00232	CDS	810				hypothetical protein
DOFMBNDK_00233	CDS	3177	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
DOFMBNDK_00234	CDS	1080	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
DOFMBNDK_00235	CDS	924	pyrB	2.1.3.2		Aspartate carbamoyltransferase
DOFMBNDK_00236	CDS	522	pyrR		COG2065	Bifunctional protein PyrR
DOFMBNDK_00237	CDS	630	pdg			Ultraviolet N-glycosylase/AP lyase
DOFMBNDK_00238	CDS	543				hypothetical protein
DOFMBNDK_00239	CDS	1527	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
DOFMBNDK_00240	CDS	900	htpX	3.4.24.-	COG0501	Protease HtpX 
DOFMBNDK_00241	CDS	561	lemA		COG1704	Protein LemA
DOFMBNDK_00242	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
DOFMBNDK_00243	CDS	1284	pyrP			Uracil permease
DOFMBNDK_00244	CDS	1572	ffh		COG0541	Signal recognition particle protein
DOFMBNDK_00245	CDS	333				hypothetical protein
DOFMBNDK_00246	CDS	378				hypothetical protein
DOFMBNDK_00247	CDS	1305				hypothetical protein
DOFMBNDK_00248	CDS	807		3.1.3.-		Putative phosphatase
DOFMBNDK_00249	CDS	999				hypothetical protein
DOFMBNDK_00250	tRNA	72				tRNA-Arg(cct)
DOFMBNDK_00251	CDS	348	rplS		COG0335	50S ribosomal protein L19
DOFMBNDK_00252	CDS	330	crcB_1		COG0239	Putative fluoride ion transporter CrcB
DOFMBNDK_00253	CDS	375	crcB_2			Putative fluoride ion transporter CrcB
DOFMBNDK_00254	CDS	267				hypothetical protein
DOFMBNDK_00255	CDS	444				Flavodoxin
DOFMBNDK_00256	CDS	936	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
DOFMBNDK_00257	CDS	243	rpmE2		COG0254	50S ribosomal protein L31 type B
DOFMBNDK_00258	CDS	219				hypothetical protein
DOFMBNDK_00259	CDS	510				IS630 family transposase ISSpn2
DOFMBNDK_00260	CDS	1347	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
DOFMBNDK_00261	CDS	3579				hypothetical protein
DOFMBNDK_00262	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
DOFMBNDK_00263	CDS	501	rplJ			50S ribosomal protein L10
DOFMBNDK_00264	CDS	1260	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
DOFMBNDK_00265	CDS	1749		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
DOFMBNDK_00266	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
DOFMBNDK_00267	CDS	939	msrAB1		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB 1
DOFMBNDK_00268	CDS	297				hypothetical protein
DOFMBNDK_00269	CDS	870	thrB	2.7.1.39	COG0083	Homoserine kinase
DOFMBNDK_00270	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
DOFMBNDK_00271	CDS	738	mecA		COG4862	Adapter protein MecA
DOFMBNDK_00272	CDS	1035				hypothetical protein
DOFMBNDK_00273	CDS	1434				hypothetical protein
DOFMBNDK_00274	CDS	987	glyG			Glycosyltransferase GlyG
DOFMBNDK_00275	CDS	1104	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
DOFMBNDK_00276	CDS	837				hypothetical protein
DOFMBNDK_00277	CDS	1275	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
DOFMBNDK_00278	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
DOFMBNDK_00279	CDS	477	aroL	2.7.1.71		Shikimate kinase 2
DOFMBNDK_00280	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
DOFMBNDK_00281	CDS	339				hypothetical protein
DOFMBNDK_00282	CDS	1104				hypothetical protein
DOFMBNDK_00283	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
DOFMBNDK_00284	CDS	1068	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
DOFMBNDK_00285	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
DOFMBNDK_00286	CDS	678	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
DOFMBNDK_00287	CDS	1164	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
DOFMBNDK_00288	CDS	1635				hypothetical protein
DOFMBNDK_00289	CDS	750	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
DOFMBNDK_00290	CDS	1455	amyS	3.2.1.1		Alpha-amylase
DOFMBNDK_00291	CDS	2619	alaS	6.1.1.7		Alanine--tRNA ligase
DOFMBNDK_00292	CDS	486				hypothetical protein
DOFMBNDK_00293	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
DOFMBNDK_00294	CDS	774	ydcV			Inner membrane ABC transporter permease protein YdcV
DOFMBNDK_00295	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
DOFMBNDK_00296	CDS	1158	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
DOFMBNDK_00297	CDS	951	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
DOFMBNDK_00298	CDS	753				hypothetical protein
DOFMBNDK_00299	CDS	672	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
DOFMBNDK_00300	CDS	1272	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
DOFMBNDK_00301	CDS	816	glnH_1		COG0834	Glutamine-binding periplasmic protein
DOFMBNDK_00302	CDS	654	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
DOFMBNDK_00303	CDS	759	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
DOFMBNDK_00304	CDS	804	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
DOFMBNDK_00305	CDS	885				hypothetical protein
DOFMBNDK_00306	CDS	918	pstC		COG0573	Phosphate transport system permease protein PstC
DOFMBNDK_00307	CDS	879	pstS1		COG0226	Phosphate-binding protein PstS 1
DOFMBNDK_00308	CDS	114				hypothetical protein
DOFMBNDK_00309	CDS	1305	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
DOFMBNDK_00310	CDS	774	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
DOFMBNDK_00311	CDS	279				hypothetical protein
DOFMBNDK_00312	CDS	402	spxA_2		COG1393	Regulatory protein Spx
DOFMBNDK_00313	CDS	618				hypothetical protein
DOFMBNDK_00314	CDS	774	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
DOFMBNDK_00315	CDS	738				hypothetical protein
DOFMBNDK_00316	CDS	1131	hemW		COG0635	Heme chaperone HemW
DOFMBNDK_00317	CDS	390				hypothetical protein
DOFMBNDK_00318	CDS	384				hypothetical protein
DOFMBNDK_00319	CDS	789	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
DOFMBNDK_00320	CDS	936	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
DOFMBNDK_00321	CDS	177	rpsU		COG0828	30S ribosomal protein S21
DOFMBNDK_00322	CDS	708	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
DOFMBNDK_00323	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
DOFMBNDK_00324	CDS	1197	tuf			Elongation factor Tu
DOFMBNDK_00325	CDS	870	gla		COG0580	Glycerol facilitator-aquaporin gla
DOFMBNDK_00326	CDS	522				hypothetical protein
DOFMBNDK_00327	CDS	1092				hypothetical protein
DOFMBNDK_00328	CDS	255				hypothetical protein
DOFMBNDK_00329	CDS	534				IS630 family transposase IS630-Spn1
DOFMBNDK_00330	CDS	1719	pgcA	5.4.2.2		Phosphoglucomutase
DOFMBNDK_00331	CDS	348				hypothetical protein
DOFMBNDK_00332	CDS	837	artP_1		COG0834	Arginine-binding extracellular protein ArtP
DOFMBNDK_00333	CDS	630	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
DOFMBNDK_00334	CDS	642	yecS		COG0765	L-cystine transport system permease protein YecS
DOFMBNDK_00335	CDS	1230	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
DOFMBNDK_00336	CDS	1167			COG0628	Putative transport protein
DOFMBNDK_00337	CDS	1014	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
DOFMBNDK_00338	CDS	420	atpC		COG0355	ATP synthase epsilon chain
DOFMBNDK_00339	CDS	1407	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
DOFMBNDK_00340	CDS	879	atpG		COG0224	ATP synthase gamma chain
DOFMBNDK_00341	CDS	1506	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
DOFMBNDK_00342	CDS	537	atpH		COG0712	ATP synthase subunit delta
DOFMBNDK_00343	CDS	495	atpF		COG0711	ATP synthase subunit b
DOFMBNDK_00344	CDS	717	atpB		COG0356	ATP synthase subunit a
DOFMBNDK_00345	CDS	201	atpE		COG0636	ATP synthase subunit c
DOFMBNDK_00346	CDS	603			COG2826	IS30 family transposase ISSpn8
DOFMBNDK_00347	CDS	429				hypothetical protein
DOFMBNDK_00348	CDS	483	greA			Transcription elongation factor GreA
DOFMBNDK_00349	CDS	1656	mltG	4.2.2.-		Endolytic murein transglycosylase
DOFMBNDK_00350	CDS	495				hypothetical protein
DOFMBNDK_00351	CDS	465				hypothetical protein
DOFMBNDK_00352	CDS	1335	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
DOFMBNDK_00353	CDS	618				hypothetical protein
